1
10007-42
cute,
Ads,1
20,20
0,3,3,3,5,4,4,2,3,2,2,3,2,4,4,5,3,3,3,0
3,0,2,3,5,6,4,2,3,2,2,3,2,4,6,5,3,2,0,3
3,2,0,6,6,6,5,4,2,3,3,2,4,5,6,6,6,0,2,3
3,3,6,0,4,4,5,5,4,2,2,4,5,5,4,4,0,6,3,3
5,5,6,4,3,3,2,5,5,4,4,5,5,2,3,3,4,6,5,5
4,6,6,4,3,4,3,2,5,5,5,5,2,3,4,3,4,6,6,4
4,4,5,5,2,3,4,3,0,3,3,0,3,4,3,2,5,5,4,4
2,2,4,5,5,2,3,0,3,4,4,3,0,3,2,5,5,4,2,2
3,3,2,4,5,5,0,3,4,1,1,4,3,0,5,5,4,2,3,3
2,2,3,2,4,5,3,4,1,1,1,1,4,3,5,4,2,3,2,2
2,2,3,2,4,5,3,4,1,1,1,1,4,3,5,4,2,3,2,2
3,3,2,4,5,5,0,3,4,1,1,4,3,0,5,5,4,2,3,3
2,2,4,5,5,2,3,0,3,4,4,3,0,3,2,5,5,4,2,2
4,4,5,5,2,3,4,3,0,3,3,0,3,4,3,2,5,5,4,4
4,6,6,4,3,4,3,2,5,5,5,5,2,3,4,3,4,6,6,4
5,5,6,4,3,3,2,5,5,4,4,5,5,2,3,3,4,6,5,5
3,3,6,0,4,4,5,5,4,2,2,4,5,5,4,4,0,6,3,3
3,2,0,6,6,6,5,4,2,3,3,2,4,5,6,6,6,0,2,3
3,0,2,3,5,6,4,2,3,2,2,3,2,4,6,5,3,2,0,3
0,3,3,3,5,4,4,2,3,2,2,3,2,4,4,5,3,3,3,0
0.9607844,0.2313726,0.7137255
0.9882354,0.4745098,0.2156863
0.01176471,0.007843138,0.01176471
0.05490196,0.2509804,0.6352941
0.3764706,0.8784314,0.9960785
0.8705883,0.9764706,1
0.9019608,0.9843138,0.372549
