1
10007-29
cute,
Free
32,32
-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,-1,-1,-1,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,5,-1,-1,-1,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,-1,-1,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,12,12,-1,-1,-1,-1,-1,5,5,5,5,-1,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,12,12,12,12,-1,-1
-1,12,12,-1,-1,-1,-1,9,10,10,10,10,10,10,10,10,10,10,10,10,-1,-1,-1,-1,-1,12,-1,-1,12,12,12,-1
12,12,12,-1,-1,-1,0,0,10,10,10,10,10,10,10,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12
12,12,12,-1,-1,-1,0,0,0,10,10,0,0,10,10,10,9,9,9,9,7,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12
12,12,12,-1,-1,3,3,3,1,0,0,0,0,0,0,0,11,11,9,9,7,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12
12,12,12,-1,-1,2,2,2,0,0,7,7,11,7,7,11,0,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12
12,12,12,-1,-1,7,7,7,0,0,7,7,7,7,7,11,0,0,0,6,5,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12
12,12,12,-1,-1,-1,4,4,0,0,7,7,9,7,7,11,0,0,0,6,5,5,5,-1,-1,-1,-1,-1,12,12,12,-1
-1,12,12,12,-1,-1,-1,-1,0,0,0,1,9,9,9,9,7,0,0,6,5,5,5,7,7,-1,-1,-1,12,12,12,-1
-1,12,12,12,-1,-1,-1,-1,-1,-1,5,5,5,5,5,5,5,5,0,0,5,5,8,0,0,-1,-1,-1,12,12,-1,-1
-1,-1,12,12,12,-1,-1,-1,-1,5,5,5,5,5,5,5,5,5,5,5,-1,8,0,0,0,-1,-1,12,12,12,-1,-1
-1,-1,-1,12,12,-1,-1,-1,5,5,5,5,9,9,5,5,5,5,5,5,5,0,0,0,0,-1,-1,12,12,-1,-1,-1
-1,-1,-1,-1,12,12,-1,-1,5,5,5,9,5,5,9,5,5,5,5,5,5,0,0,0,0,-1,-1,12,12,-1,-1,-1
-1,-1,-1,-1,12,12,-1,-1,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,12,-1,-1,12,12,-1,-1,-1
-1,-1,-1,-1,-1,12,12,-1,5,5,9,5,5,5,5,9,5,5,5,5,0,0,0,0,12,-1,-1,12,12,-1,-1,-1
-1,-1,-1,-1,-1,12,12,-1,5,5,9,5,5,5,5,9,5,5,5,5,0,0,0,12,12,12,-1,12,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,12,12,5,5,5,5,12,12,5,5,5,5,5,12,12,12,12,12,12,12,12,12,-1,-1,-1,-1
-1,-1,-1,-1,-1,12,12,12,12,12,12,12,7,7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-1,-1,-1,-1
-1,-1,-1,-1,-1,12,12,12,12,12,12,12,7,7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-1,-1,-1,-1
-1,-1,-1,-1,-1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-1,-1,-1,-1
-1,-1,-1,-1,-1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,12,12,7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7,7,7,12,12,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,12,12,7,7,12,12,12,12,12,12,12,12,12,12,12,12,12,7,7,7,12,12,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,12,12,7,7,7,12,12,12,12,12,-1,12,12,12,12,12,12,7,7,7,12,12,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,12,12,12,12,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12,12,12,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,12,12,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12,-1,-1,-1,-1,-1,-1,-1
0.9319137,0.9261664,0.9272484
0.7764707,0.7431373,0.7431373
0.8431373,0.7764707,0.6431373
0.9333334,0.8000001,0.5333334
1,0.9568628,0.8235295
0.9838147,0.7171837,0.5935472
1,0.627451,0.627451
0.845516,0.2630024,0.3482482
0.8078432,0.4745098,0.4078432
0.5392157,0.3358824,0.3992157
0.4065827,0.339916,0.6065827
0.9450981,0.861438,0.9895425
0.9461029,0.9194731,0.4277573
