1
10007-18
cute,
Free
25,30
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0
0,0,0,0,0,0,0,3,0,0,0,7,7,7,0,0,0,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,4,7,7,6,7,7,4,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,7,5,5,5,5,5,7,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,5,5,5,5,5,5,5,6,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4,6,5,5,5,5,13,5,5,5,5,6,4,0,0,0,0,0,0
0,0,0,0,0,4,5,5,5,5,5,14,14,14,5,5,5,5,5,4,0,0,0,0,0
0,0,0,0,0,6,5,5,5,5,14,14,14,14,14,5,5,5,5,6,0,0,0,0,0
0,0,0,4,6,5,5,5,8,14,14,14,14,14,14,14,8,5,5,5,6,4,0,0,0
0,0,12,5,5,5,5,5,14,14,14,14,14,14,14,14,14,5,5,5,5,5,12,0,0
0,9,12,5,5,5,5,14,14,14,14,14,14,14,14,14,14,14,5,5,5,5,12,9,0
0,11,12,5,5,5,14,14,14,14,14,14,14,14,14,14,14,14,14,5,5,5,12,11,0
10,10,11,5,5,5,14,14,14,14,14,14,14,14,14,14,14,14,14,5,5,5,11,10,10
-1,10,10,5,5,5,14,14,14,14,14,14,14,14,14,14,14,14,14,5,5,5,10,10,-1
-1,-1,10,5,5,5,14,14,14,14,14,14,14,14,14,14,14,14,14,5,5,5,10,-1,-1
-1,-1,-1,5,5,5,5,13,14,14,14,13,5,13,14,14,14,13,5,5,5,5,-1,-1,-1
-1,-1,-1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-1,-1,-1
-1,-1,-1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-1,-1,-1
-1,-1,-1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-1,-1,-1
-1,-1,-1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,10,10,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.909804,0.9254903,0.9294118
0.909804,0.9117647,0.9166667
0.909804,0.8980393,0.9039216
0.909804,0.8705883,0.8784314
0.9000001,0.8607844,0.8411765
0.9137256,0.8431373,0.8078432
0.9019608,0.8196079,0.7803922
0.8901961,0.7960785,0.7529413
0.8764707,0.6696079,0.6294118
0.8294118,0.6568628,0.6784314
0.7764707,0.4431373,0.4745098
0.7627451,0.4156863,0.4509804
0.7490196,0.3882353,0.427451
0.8392158,0.4960785,0.4509804
0.764706,0.1490196,0.09411766
