1
10007-24
cute,
Free
23,15
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6,2,1,1,1,1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,1,1,1,1,-1,-1,-1,1,1,-1
-1,-1,-1,-1,-1,-1,-1,-1,1,4,2,2,2,1,1,1,1,-1,-1,1,1,1,1
-1,-1,-1,-1,-1,-1,-1,1,5,5,4,4,5,5,1,1,1,-1,-1,1,1,1,1
-1,-1,-1,-1,-1,-1,1,6,5,5,4,4,5,5,2,2,1,1,-1,1,1,1,1
-1,-1,-1,-1,-1,-1,1,2,3,4,2,2,3,4,2,2,1,4,1,-1,1,1,1
1,1,1,1,1,1,1,4,4,4,2,2,4,4,2,2,1,4,1,-1,-1,-1,1
1,0,0,0,1,1,4,4,5,5,4,4,5,5,4,4,1,1,1,-1,-1,-1,1
1,1,0,1,1,1,4,4,5,5,4,4,5,5,4,4,1,1,1,-1,-1,-1,1
-1,1,0,1,-1,1,4,5,3,4,2,3,6,4,2,2,1,1,1,1,-1,-1,1
-1,1,0,1,-1,-1,1,4,4,4,2,1,1,4,2,2,2,1,1,1,1,-1,1
1,1,0,1,1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,1
1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1
1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
1,1,1
0,0,0
0.9450981,0.2313726,0
0.9647059,0.2235294,0
0.9764706,0.2117647,0
1,0.2,0
1,0.1764706,0.003921569
