1
10007-72
cute,
Free
16,19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,1,1,3,3,3,3,4,3,4,4,4,4,4,-1,-1
-1,1,1,1,1,1,1,3,1,3,3,3,3,2,-1,-1
-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
-1,-1,-1,0,1,3,3,3,3,3,4,6,-1,-1,-1,-1
-1,-1,-1,-1,0,1,3,3,3,3,3,4,6,-1,-1,-1
-1,-1,-1,-1,0,1,3,3,3,3,3,4,6,-1,-1,-1
-1,-1,-1,-1,-1,0,1,3,3,3,3,4,6,-1,-1,-1
-1,-1,-1,-1,-1,-1,0,1,3,3,3,3,4,6,-1,-1
-1,-1,0,0,0,-1,-1,0,1,1,3,3,4,6,-1,-1
-1,0,1,3,3,0,0,0,0,0,1,3,4,6,-1,-1
-1,0,1,3,3,3,3,3,3,3,0,3,4,6,-1,-1
-1,-1,0,1,3,3,3,5,5,5,3,3,4,6,-1,-1
-1,-1,-1,0,1,3,0,1,5,5,3,3,4,6,-1,-1
-1,-1,-1,-1,0,1,0,6,3,3,3,4,6,-1,-1,-1
-1,-1,-1,-1,-1,0,1,3,3,3,4,6,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,0,1,1,4,6,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0,4,6,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1
0.1529412,0.008549021,0.5493335
0.2313726,0.03891402,0.7426847
0.3411765,0.1333333,0.9019608
0.3411765,0.1224837,0.9448367
0.5211952,0.3447246,0.9917836
0.3921569,0.1843137,0.9921569
0.6509804,0.528889,1
