1
10007-23
cute,
Free
14,14
-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1
-1,-1,-1,2,2,2,2,2,2,2,-1,-1,-1,-1
-1,-1,-1,2,2,2,-1,2,2,2,-1,-1,-1,-1
-1,-1,-1,2,2,2,-1,2,2,2,-1,-1,-1,-1
-1,-1,-1,2,2,2,-1,2,2,2,-1,-1,-1,-1
-1,-1,-1,2,2,2,-1,2,2,2,-1,-1,-1,-1
-1,-1,-1,2,2,2,-1,2,2,1,-1,-1,-1,-1
0,0,0,0,0,0,-1,-1,1,1,1,-1,-1,-1
0,0,0,0,0,0,-1,1,1,1,1,1,-1,-1
-1,-1,0,0,-1,-1,1,1,1,1,1,1,1,-1
-1,-1,0,0,-1,1,1,1,1,1,1,1,1,1
-1,-1,0,0,-1,1,1,1,1,-1,1,1,1,1
0,0,0,0,0,0,1,1,-1,-1,-1,1,1,-1
0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
0.9764706,0.8000001,0.8784314
0.9294118,0.1529412,0.5647059
0.9333334,0.2,0.2196079
