1
10007-74
cute,
Free
21,32
-1,11,11,11,11,11,11,11,11,11,-1,-1,-1,11,11,11,11,11,11,11,11
-1,11,11,11,11,11,11,11,11,11,-1,-1,-1,11,11,11,11,11,11,11,11
-1,11,11,11,11,11,11,11,11,11,-1,-1,-1,11,11,11,11,11,11,11,11
-1,-1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-1
-1,-1,-1,11,11,11,11,11,12,12,12,12,12,12,12,11,1,1,1,1,11
-1,-1,11,1,1,11,12,12,12,12,14,14,14,13,12,11,1,1,1,1,11
-1,-1,11,1,1,11,12,12,14,14,14,14,14,14,13,12,1,1,1,11,11
-1,-1,11,1,1,12,12,14,14,14,14,14,14,14,14,14,11,11,1,1,11
-1,-1,-1,11,1,11,11,14,14,14,14,13,12,12,14,12,10,11,11,11,11
-1,-1,-1,-1,11,11,7,14,14,14,14,13,11,15,12,8,9,11,8,8,11
-1,-1,-1,-1,11,11,12,12,12,12,12,12,11,12,11,17,11,8,17,17,11
-1,-1,-1,-1,11,11,14,12,11,12,12,10,12,14,11,17,11,17,17,17,11
-1,-1,-1,-1,-1,11,14,12,16,17,17,16,12,13,9,17,11,17,17,9,-1
-1,-1,-1,-1,-1,11,12,11,10,9,9,10,11,11,9,17,17,17,17,11,-1
-1,-1,-1,-1,-1,-1,11,11,11,11,11,11,11,11,11,17,17,17,11,-1,-1
-1,-1,-1,-1,11,11,11,7,6,5,6,6,6,7,11,9,17,11,-1,-1,-1
-1,-1,-1,11,11,11,11,11,11,0,1,1,1,1,1,11,11,-1,-1,-1,-1
-1,-1,11,11,11,11,11,11,11,11,1,1,1,1,1,1,11,-1,-1,-1,-1
-1,11,6,1,1,6,11,11,11,11,1,1,1,1,1,1,1,11,11,-1,-1
11,6,1,1,1,1,1,1,1,11,1,1,1,1,11,11,1,1,1,11,-1
11,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,6,6,1,11
-1,11,1,1,1,11,1,1,11,11,1,1,1,0,11,11,11,11,1,1,11
-1,-1,11,11,11,6,1,1,11,11,1,4,6,7,11,11,11,11,6,11,-1
-1,-1,-1,-1,11,6,6,6,11,11,6,6,6,6,6,11,11,11,11,6,-1
-1,11,9,9,9,9,9,9,9,9,9,9,11,11,11,11,9,17,17,17,11
-1,11,17,17,17,17,17,17,17,17,17,17,16,11,9,17,17,17,17,17,11
-1,-1,11,9,17,17,17,17,17,17,9,9,9,17,17,17,17,17,17,17,11
-1,-1,-1,11,11,11,11,11,2,11,9,9,17,17,17,17,17,17,17,11,-1
-1,-1,-1,11,1,9,1,9,3,9,17,17,17,17,17,17,17,11,11,-1,-1
-1,-1,-1,11,9,1,9,3,11,16,17,17,17,17,17,17,11,-1,-1,-1,-1
-1,-1,-1,-1,11,11,11,9,17,17,17,17,17,16,17,11,-1,-1,-1,-1,-1
-1,-1,-1,-1,11,9,17,17,17,17,17,17,17,16,11,-1,-1,-1,-1,-1,-1
0.8294119,0.7960785,0.7411765
0.8645192,0.796592,0.7120915
0.8745099,0.7843138,0.7529413
0.9431373,0.7627451,0.7117647
0.9215687,0.7921569,0.654902
0.8431373,0.5607843,0.372549
0.7660132,0.5000935,0.3243698
0.7009804,0.5215687,0.4137255
0.6921569,0.3421569,0.2764706
0.5856618,0.07708334,0.1310049
0.4411765,0.145098,0.2137255
0.1154937,0.1013305,0.09628849
0.1037535,0.2001121,0.3419608
0.08784314,0.4054902,0.6109804
0.01856209,0.4338562,0.6913726
0.6627451,0.6196079,0.5960785
0.8496733,0.2633987,0.1830065
0.9463586,0.2338002,0.1112512
