1
10007-49
cute,
Free
18,19
-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,2,2,0,1,2,2,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,2,2,0,0,0,1,1,1,2,2,-1,-1,-1,-1
-1,-1,2,2,4,4,0,0,0,1,1,1,3,3,2,2,-1,-1
-1,2,0,0,4,4,0,0,0,1,1,1,3,3,1,1,2,-1
-1,2,0,0,4,4,0,0,0,1,1,1,3,3,1,1,2,-1
-1,2,0,0,4,4,0,0,2,2,1,1,3,3,1,1,2,-1
-1,2,0,0,4,4,2,2,0,1,2,2,3,3,1,1,2,-1
-1,2,0,0,2,2,0,0,0,1,1,1,2,2,1,1,2,-1
-1,2,2,2,4,0,0,0,2,2,1,1,1,3,2,2,2,-1
-1,2,0,4,4,0,2,2,0,0,2,2,1,3,3,1,2,-1
2,0,0,4,2,2,2,1,0,0,0,2,2,2,3,1,1,2
2,0,2,2,2,4,3,2,1,0,2,3,4,2,2,2,1,2
2,2,0,0,2,2,4,3,2,2,3,4,2,2,1,1,2,2
-1,2,0,2,4,4,4,2,4,4,2,4,4,4,2,1,2,-1
-1,-1,2,4,4,2,3,4,2,2,4,3,2,4,4,2,-1,-1
-1,-1,2,4,4,3,2,3,2,2,3,2,4,4,3,2,-1,-1
-1,-1,-1,2,4,4,3,2,-1,-1,2,4,4,3,2,-1,-1,-1
-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1
0.9686275,0.9686275,0.9686275
0.8235295,0.8078432,0.8078432
0,0,0
0.7686275,0,0
1,0.07058824,0.07058824
