1
10007-70
cute,
Ads
29,48
-1,-1,-1,2,2,2,2,-1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2,3,3,2,-1,2,3,3,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2,3,3,2,2,2,3,3,2,3,3,3,2,2,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1
-1,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,2,-1,-1,2,2,3,3,3,2,2,-1,-1,-1
2,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,2,-1,-1,2,3,3,3,3,3,2,-1,-1,-1
2,3,3,2,3,4,4,4,4,3,3,2,3,3,3,3,2,-1,-1,2,3,3,3,3,3,2,2,-1,-1
2,3,3,2,4,4,4,4,4,4,4,2,3,3,3,3,2,-1,-1,2,3,3,3,3,3,3,2,-1,-1
2,3,3,2,4,4,4,4,4,4,4,2,3,3,3,3,2,2,2,2,2,3,3,3,3,3,2,-1,-1
2,3,3,2,4,4,4,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,3,3,3,3,2,-1,-1
2,4,3,2,4,4,2,2,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,-1,-1
2,4,4,2,4,2,2,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,-1
2,2,4,2,4,2,1,1,5,5,5,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,-1
-1,2,4,2,4,2,1,1,5,5,5,5,5,2,3,3,4,4,4,3,3,3,3,3,3,3,3,2,-1
-1,2,2,2,4,2,5,5,5,0,0,5,5,2,3,4,4,4,4,4,4,3,3,3,3,3,3,2,-1
-1,-1,2,2,4,2,2,5,0,0,0,0,2,3,4,4,4,4,4,4,4,4,3,3,3,3,3,2,-1
-1,-1,-1,2,2,4,2,2,0,0,0,2,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,-1
-1,-1,-1,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,-1
-1,-1,-1,2,3,3,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,-1
-1,-1,-1,2,3,3,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,-1
-1,-1,-1,2,3,3,3,3,3,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,4,4,4,2,-1
-1,-1,-1,2,3,3,3,3,3,2,4,4,4,4,4,2,2,2,1,1,1,1,1,2,2,2,4,2,-1
-1,-1,-1,2,3,3,3,3,3,2,4,4,4,4,2,2,1,1,1,1,1,1,1,1,1,2,2,2,-1
-1,-1,-1,2,4,4,4,3,3,2,4,4,4,2,2,1,1,1,1,1,5,5,5,5,5,1,1,2,2
-1,-1,-1,2,2,4,4,4,4,2,4,4,4,2,1,1,1,1,1,5,5,5,5,5,5,5,5,1,2
-1,-1,-1,-1,2,2,2,4,4,2,4,4,4,2,1,1,1,1,5,5,5,5,0,5,5,5,5,5,2
-1,-1,-1,-1,-1,-1,2,2,2,2,4,4,4,2,1,1,1,5,5,5,0,0,0,0,0,0,5,5,2
-1,-1,-1,-1,-1,-1,-1,-1,2,2,4,4,4,2,2,5,5,5,5,5,0,0,0,0,0,0,5,2,2
-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,4,4,4,2,2,5,5,5,0,0,0,0,0,0,0,2,2,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,4,4,4,2,2,2,5,5,0,0,0,0,0,0,2,2,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,4,4,2,2,2,2,2,4,4,4,4,2,2,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,3,3,3,2,2,2,2,2,2,-1,-1,-1,-1,-1
