1
10007-93
cute,
Free
55,76
-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2
-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,6,5,5,5,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,-1
-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,5,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,-1
-1,-1,-1,-1,6,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,2,2,2,2,2,2,2,2,2,2,2,-1
-1,-1,-1,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,2,2,2,2,2,2,2,2,2,2,-1,-1
-1,-1,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,2,2,2,2,2,2,2,2,2,2,-1,-1
-1,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,5,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,2,2,2,2,2,2,2,2,2,-1,-1,-1
-1,5,5,5,6,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,5,6,5,5,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,2,2,2,2,2,2,2,2,2,-1,-1,-1
-1,5,5,6,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,-1,-1,-1
