1
10007-95
cute,
Ads
74,74
14,14,14,14,14,14,14,14,14,14,14,10,14,10,14,14,10,-1,-1,-1,-1,-1,-1,-1,-1,10,10,18,19,19,19,10,10,10,14,10,10,10,19,19,19,10,10,10,10,10,5,5,6,6,11,9,11,11,9,9,9,9,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,14,14,14,14,14,14,14,14,10,10,10,14,10,10,14,10,-1,-1,-1,-1,-1,-1,-1,10,18,18,19,19,19,19,14,10,10,10,10,10,19,19,19,10,10,10,5,5,5,6,6,6,6,6,11,9,11,11,9,9,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,14,14,14,14,14,10,10,10,10,10,10,10,14,10,10,-1,-1,-1,-1,-1,-1,-1,-1,10,18,18,19,19,19,10,14,14,14,10,10,19,19,19,19,10,5,5,6,6,6,6,6,6,6,6,11,9,11,11,9,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,14,14,14,14,10,14,10,10,10,10,10,10,10,14,10,-1,-1,-1,-1,-1,-1,-1,10,18,19,19,19,19,19,14,10,10,14,14,10,19,19,19,10,5,6,6,6,6,6,6,6,6,6,6,6,11,9,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,14,14,14,10,14,14,10,10,10,10,10,10,10,14,14,10,-1,-1,-1,-1,-1,-1,10,18,19,19,19,19,14,14,14,14,10,10,19,5,5,5,5,6,6,6,8,8,8,8,8,6,6,6,6,-1,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,14,14,14,10,14,14,10,10,10,10,10,10,10,10,14,14,10,10,-1,-1,-1,10,18,19,19,19,19,19,10,10,10,14,10,5,5,6,6,6,6,6,8,8,7,7,7,7,7,8,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,10,-1,-1,-1
14,14,14,10,14,14,10,10,10,10,10,10,10,10,10,10,10,14,14,10,10,10,18,19,19,19,19,19,10,10,14,14,10,5,6,6,6,6,6,8,8,7,7,7,7,7,7,7,7,8,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,10,10,14,14,14,14,10,-1,-1
14,14,10,14,14,10,10,10,10,10,14,14,10,10,10,10,10,10,14,14,14,10,18,19,19,19,19,10,10,10,10,5,5,6,6,6,6,8,8,7,7,7,7,7,7,7,7,7,7,7,8,-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,14,14,14,14,14,14,14,14,14,14,10,-1
14,14,10,14,14,10,10,10,10,10,14,14,10,10,10,10,10,10,14,14,14,10,18,19,19,19,19,10,10,10,10,5,5,6,6,6,6,8,8,7,7,7,7,7,7,7,7,7,7,7,8,-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,14,14,14,14,14,14,14,14,14,14,10,-1
14,14,10,14,14,10,10,10,10,14,14,10,10,10,10,10,10,10,10,14,10,18,19,19,19,19,19,10,10,5,5,5,6,6,6,6,8,7,7,7,7,7,8,8,8,8,8,8,7,7,7,8,-1,-1,-1,-1,10,10,10,14,14,14,14,14,14,14,10,10,14,14,14,14,14,10
14,10,10,14,14,14,10,14,14,14,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,5,1,6,6,6,5,6,6,8,7,7,7,7,7,8,8,8,8,8,8,8,8,8,7,7,8,-1,10,10,14,14,14,14,14,14,10,10,10,10,10,10,10,14,14,14,14,14
14,10,10,10,14,14,14,14,14,10,10,14,0,1,10,10,1,1,1,1,1,1,1,1,1,1,1,1,5,1,6,6,6,5,8,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,7,7,8,10,14,14,14,14,14,10,10,10,10,10,10,10,10,10,10,10,10,14,14,14
10,10,10,10,14,14,14,10,10,14,14,14,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,6,6,5,8,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,7,8,14,14,14,10,14,10,10,10,10,10,14,14,14,14,14,10,10,10,14,14,14
