1
10007-3
cute,
Ads
49,54
-1,-1,-1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,-1,-1,-1
-1,-1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,-1,-1
-1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,-1
14,14,14,14,14,14,14,14,14,14,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,8,8,7,7,8,15,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,8,8,7,7,8,15,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,8,8,8,8,7,7,8,15,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,8,8,8,8,7,7,8,15,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13
14,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,14,13,13,13,14,14,14,14,14,14,14,14,15,8,8,8,8,8,8,7,7,7,8,8,15,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,12,14,14,12,14,14,14,14,14,12,14,14,12,14,14,14,14,0,14,14,14,14,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,12,14,14,12,14,14,14,14,14,12,14,14,12,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13
13,13,13,13,13,13,14,13,13,13,14,14,14,14,14,14,14,12,14,14,14,12,14,14,14,14,14,12,14,14,14,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13
13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,12,14,14,12,14,14,14,14,14,14,14,12,14,14,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13
14,14,13,13,14,14,14,14,14,14,14,14,14,14,14,14,12,14,14,14,12,14,14,14,14,14,14,14,12,14,14,14,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,14,14,14,12,14,14,10,10,11,14,14,12,14,14,14,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,14,14,14,12,14,14,10,12,12,0,10,14,14,12,14,14,14,12,14,14,14,14,14,14,14,14,0,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,0,14,14,14,14,12,14,14,14,12,14,14,10,12,12,0,10,14,14,12,14,14,14,12,14,14,14,14,14,14,14,14,14,14,0,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,14,14,14,14,12,14,15,15,15,15,15,15,15,14,12,14,14,14,14,12,14,14,14,14,14,0,14,0,14,14,14,14,14,14
14,14,0,14,14,14,14,14,14,14,14,14,14,14,12,14,14,14,15,15,15,6,6,6,6,6,6,6,15,15,15,14,14,14,12,14,14,14,14,14,14,14,0,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,12,14,14,15,15,6,6,6,6,6,6,6,6,6,6,6,6,6,15,15,14,14,12,14,14,0,14,0,0,0,0,0,14,0,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,12,15,15,6,6,6,6,6,6,15,15,6,15,15,6,6,6,6,6,6,15,15,12,14,14,14,14,14,14,0,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,12,15,6,6,0,6,6,6,6,15,6,6,15,6,6,15,6,6,6,6,0,6,6,15,12,14,14,14,0,14,0,14,0,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,15,6,6,6,6,0,6,6,6,6,5,6,15,6,5,6,6,6,6,0,6,6,6,6,15,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,15,6,6,6,6,6,0,6,6,5,6,6,2,6,6,5,6,6,0,6,6,6,6,6,15,14,14,14,14,14,0,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,15,6,0,0,6,6,6,6,6,6,6,6,2,2,2,6,6,6,6,6,6,6,6,0,0,6,15,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,15,6,6,6,0,0,6,6,6,6,6,4,2,1,2,4,6,6,6,6,6,0,0,6,6,6,15,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,15,4,6,6,6,6,6,6,6,6,3,4,4,5,5,5,4,4,3,6,6,6,6,6,6,6,6,4,15,14,14,14,14,14,0,14,14,14,14
14,14,14,14,14,14,14,14,14,14,15,4,4,4,6,6,6,6,5,5,5,9,6,6,6,6,6,9,5,5,5,6,6,6,6,4,4,4,15,14,14,14,14,0,0,0,14,14,14
14,14,14,14,0,14,14,14,14,14,15,4,4,4,5,5,5,5,5,5,9,4,3,3,3,3,3,4,9,5,5,5,5,5,5,4,4,4,15,14,14,14,14,14,0,14,14,14,14
14,14,14,14,14,14,14,14,14,14,15,4,4,5,5,4,5,5,9,9,4,3,4,4,4,4,4,3,4,9,9,5,5,5,5,5,4,4,15,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,15,3,3,3,5,5,9,9,4,4,5,3,5,4,4,4,5,3,5,4,4,9,9,5,5,3,3,3,15,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,0,14,14,15,4,5,5,5,5,4,4,5,5,3,5,5,5,4,5,5,5,3,5,5,4,4,5,5,5,5,4,15,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,15,4,5,5,3,3,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,3,3,5,5,4,15,14,14,14,14,14,14,0,14,14,14
14,14,14,14,14,14,14,14,14,14,14,15,3,3,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,3,3,15,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,15,5,5,5,5,5,5,5,5,5,5,3,5,3,5,3,5,5,5,5,5,5,5,5,5,5,15,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,15,5,5,3,5,5,3,5,5,5,3,5,5,5,3,5,5,5,3,5,5,3,5,5,15,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,15,15,15,6,3,5,5,5,3,5,5,3,5,5,3,5,5,3,5,5,3,5,5,5,3,6,15,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,0,14,14,14,14,15,4,4,4,15,6,6,5,3,5,5,5,3,5,5,3,5,5,3,5,5,5,3,5,6,6,15,6,15,14,14,14,14,14,14,14,14,13,13,13
14,14,14,14,14,14,14,14,15,4,5,5,5,5,15,15,6,3,5,5,3,5,5,5,3,5,5,5,3,5,5,3,6,15,15,6,6,15,14,14,13,13,13,14,14,13,13,13,13
14,14,14,14,14,14,14,15,4,5,5,5,5,5,5,5,15,15,6,6,3,5,5,5,3,5,5,5,3,6,6,15,15,6,6,6,6,15,14,13,13,13,13,13,13,13,13,13,13
14,14,14,14,14,14,14,15,6,6,6,6,6,6,6,6,6,6,15,15,15,6,6,6,3,6,6,6,15,15,15,4,4,15,6,6,6,15,14,13,13,13,13,13,13,13,13,13,13
