1
10007-91
cute,
Ads
57,62
-1,-1,-1,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,4,13,13,13,13,13,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,13,13,13,13,13,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,4,13,12,12,12,12,12,13,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,13,12,12,12,12,12,13,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,13,12,12,4,4,4,12,12,13,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,13,12,12,4,4,4,12,12,13,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,13,12,4,9,9,9,4,12,13,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,13,12,4,9,9,9,4,12,13,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,12,12,4,7,9,7,4,12,12,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,12,12,4,7,9,7,4,12,12,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,12,12,4,7,7,7,4,12,12,4,6,6,6,6,6,2,2,2,6,6,2,6,6,2,6,6,6,2,6,6,6,6,6,6,6,6,4,12,12,4,7,7,7,4,12,12,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,12,12,12,4,4,4,12,12,12,4,6,6,6,6,2,4,4,4,2,2,4,2,2,4,2,2,2,4,2,6,6,6,6,6,6,6,4,12,12,12,4,4,4,12,12,12,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,4,12,12,12,12,12,12,12,4,6,6,6,6,6,2,4,2,2,4,2,4,2,2,4,2,2,2,4,2,2,2,2,6,6,6,6,6,4,12,12,12,12,12,12,12,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,4,12,12,12,12,12,4,6,6,6,6,2,2,2,4,2,2,4,2,4,4,4,4,2,2,4,4,4,2,2,2,2,2,6,6,6,6,4,12,12,12,12,12,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,4,4,4,4,6,6,6,2,2,2,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,2,4,2,2,2,2,2,2,6,6,6,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,5,6,6,6,6,6,6,6,2,2,2,2,2,4,4,4,2,2,2,4,4,2,2,4,2,2,2,4,2,2,2,2,2,2,6,6,6,6,6,6,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,5,7,7,7,7,7,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,7,7,7,7,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,5,7,7,7,7,7,6,2,2,2,2,2,4,4,2,2,2,4,4,2,2,2,4,4,2,2,4,4,4,2,2,2,2,2,2,6,7,7,7,7,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,5,7,7,7,7,7,7,6,2,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,2,2,2,2,6,7,7,7,7,7,7,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
