1
10007-1
cute,
Ads
62,87
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12,12,12,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,13,13,13,13,13,13,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,13,13,13,13,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,13,13,13,13,13,13,13,13,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,13,13,13,13,13,13,12,-1,-1,-1,-1,-1,-1,-1,-1,12,13,13,13,13,13,13,13,13,13,13,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12,12,12,12,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,13,13,13,13,13,13,13,12,-1,-1,12,12,12,12,12,12,12,13,13,14,14,14,14,14,14,14,13,13,12,-1,-1,-1,-1,-1,-1,-1,-1,12,13,13,13,13,13,13,12,12,-1,-1,-1
-1,-1,-1,-1,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,13,12,12,12,13,13,13,13,13,13,12,14,14,14,14,14,14,14,14,14,14,13,12,-1,-1,-1,-1,-1,-1,-1,12,13,13,13,13,13,13,13,13,13,12,-1,-1
-1,-1,-1,12,13,13,13,13,13,13,12,13,13,14,14,14,14,14,14,14,12,13,13,13,13,13,13,13,13,12,14,14,14,14,14,14,14,14,14,14,14,13,12,-1,-1,-1,-1,-1,12,13,13,13,13,13,13,13,13,13,13,13,12,-1
-1,-1,12,13,13,13,13,13,13,12,13,13,14,14,14,14,14,14,14,14,12,13,13,14,14,14,14,14,14,12,14,14,14,14,14,14,14,14,14,14,14,13,12,12,12,-1,-1,12,13,13,13,13,13,13,13,13,13,13,13,13,12,-1
-1,12,13,13,13,13,13,13,13,12,13,14,14,14,14,14,14,14,14,14,12,14,14,14,14,14,14,14,14,12,14,14,14,14,14,14,14,14,14,14,14,14,12,13,13,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12
-1,12,13,13,13,13,13,13,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12
-1,12,13,13,13,13,13,13,12,14,14,14,14,14,14,14,14,14,14,14,14,13,12,12,12,12,12,12,12,12,12,12,12,12,13,14,14,14,14,14,14,14,14,12,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12
-1,12,13,13,13,13,13,13,12,14,14,14,14,14,14,14,14,14,14,13,12,12,7,7,7,7,7,7,7,7,7,7,7,7,12,12,13,14,14,14,14,14,14,12,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12
-1,12,13,13,13,13,13,13,12,14,14,14,14,14,14,14,14,14,13,12,0,0,7,7,6,6,6,6,6,6,6,6,7,7,7,0,12,12,13,14,14,14,14,12,14,14,14,13,14,14,14,14,13,13,13,13,13,13,13,13,13,12
-1,12,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,13,12,0,0,0,7,6,6,6,6,6,6,6,6,6,6,6,7,7,0,0,12,12,13,14,14,12,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,12,-1
-1,-1,12,13,13,13,13,14,14,14,14,14,14,14,14,14,13,12,0,0,0,7,7,6,6,6,6,6,6,6,6,6,6,6,6,7,0,0,0,9,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,12,-1
-1,-1,-1,12,13,13,13,14,14,14,14,14,14,14,14,13,12,0,0,0,7,7,6,6,6,6,6,7,6,6,6,6,6,6,6,6,7,0,0,0,9,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,12,-1,-1
-1,-1,-1,-1,12,13,13,14,14,14,14,14,14,14,13,12,9,9,9,9,6,6,6,6,6,6,7,9,7,7,6,6,6,6,6,6,6,9,0,0,0,9,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,-1,-1,-1
