1
10007-106
cute,
Free
40,34
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,4,4,4,4,4,4,4,4,4,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,2,1,3,9,9,9,9,9,9,9,9,9,9,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1,2,8,8,8,8,8,8,8,8,8,8,8,9,2,1,3,9,8,8,9,9,9,8,8,8,9,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1,2,8,8,8,8,8,8,8,8,8,8,8,9,2,1,3,9,9,9,9,9,9,8,8,8,9,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,2,1,3,9,9,9,2,5,5,9,9,9,9,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1,2,8,8,9,5,4,4,5,9,8,8,8,9,2,1,3,9,9,2,9,9,9,2,9,9,9,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1,2,8,8,6,2,4,4,3,4,9,8,8,9,2,1,3,8,8,2,9,8,8,2,9,8,9,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1,2,9,9,6,2,4,4,3,4,9,9,9,9,2,1,3,9,9,9,1,9,1,9,9,9,9,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,2,4,8,8,6,2,2,2,3,5,9,8,8,9,2,1,3,9,9,9,9,1,9,9,9,9,9,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,2,4,8,8,8,11,9,9,7,8,8,8,8,9,3,2,4,8,8,8,8,8,8,8,8,8,9,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,2,4,9,9,9,0,2,2,6,9,9,9,9,9,3,2,4,9,9,9,9,9,9,9,9,9,9,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,2,4,4,4,4,4,4,3,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,-1,-1,-1,-1,-1
2,2,1,1,1,1,2,2,2,1,1,2,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,-1,-1,-1
-1,-1,15,15,15,15,15,14,14,14,15,15,15,16,16,16,15,15,12,15,16,16,16,14,14,15,15,15,14,14,10,3,9,9,9,4,4,4,-1,-1
-1,-1,14,14,12,16,16,15,15,16,16,13,16,14,14,16,12,16,14,15,12,15,14,14,12,16,14,12,14,9,9,6,3,6,9,9,9,3,4,-1
