1
10007-113
cute,
Free
18,13
11,11,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,13,-1,18,18,18,18,18,18,18,18,18,18,18,18,18
-1,-1,13,-1,-1,17,17,17,17,17,17,17,17,17,17,17,17,18
-1,-1,9,-1,-1,17,17,14,7,7,10,10,7,7,10,10,14,18
-1,-1,9,-1,-1,17,17,7,7,10,10,1,1,0,1,1,10,18
-1,-1,9,-1,-1,16,17,7,10,10,4,6,3,5,5,0,7,18
-1,-1,9,-1,-1,16,17,10,10,4,4,3,6,5,2,1,7,18
-1,-1,-1,9,9,16,17,10,1,1,0,1,1,0,1,1,10,18
-1,-1,-1,-1,-1,15,17,14,10,7,7,7,7,7,7,10,14,18
-1,-1,-1,-1,-1,15,15,16,16,16,16,16,16,16,16,16,16,18
-1,-1,-1,-1,-1,-1,-1,-1,-1,8,12,-1,8,12,-1,8,12,-1
0.6117647,0.9647059,1
0.3176471,0.9176471,0.9803922
0.4392157,0.764706,0.7803922
0.4313726,0.7254902,0.7450981
0,0.4235294,0.4666667
0,0.4196079,0.4431373
0.02745098,0.282353,0.3529412
0.1294118,0.003921569,0.3372549
0.1058824,0.007843138,0.3647059
0.2235294,0.02745098,0.509804
0.227451,0.01176471,0.5215687
0.2156863,0.01176471,0.5450981
0.3176471,0.0509804,0.8392158
0.345098,0.03529412,0.8392158
0.3529412,0.01960784,0.9019608
1,0.6784314,0.7568628
1,0.4666667,0.6039216
0.9921569,0.1843137,0.372549
0.8352942,0.02352941,0.1882353
