1
10007-103
cute,
Free
17,19
-1,-1,-1,-1,-1,-1,3,3,5,5,5,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,5,5,5,5,5,5,6,-1,-1,-1,-1,-1
-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4
-1,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,-1
-1,-1,2,2,1,1,1,1,2,2,3,3,3,4,4,-1,-1
-1,-1,2,1,0,7,7,1,2,2,3,3,3,4,4,-1,-1
-1,-1,2,1,7,7,7,1,2,2,3,3,3,4,4,-1,-1
-1,-1,2,1,0,7,7,1,2,2,3,3,3,4,4,-1,-1
-1,-1,2,1,0,7,1,1,2,2,3,3,3,4,4,-1,-1
-1,-1,2,1,1,1,2,2,2,2,3,3,3,4,4,-1,-1
-1,-1,2,2,2,2,2,2,3,3,3,3,4,4,4,-1,-1
-1,-1,-1,2,2,3,3,3,3,4,4,4,4,4,-1,-1,-1
-1,-1,-1,-1,3,3,4,4,4,4,4,4,4,-1,-1,-1,-1
-1,-1,-1,-1,2,4,4,4,4,4,4,3,4,-1,-1,-1,-1
-1,-1,-1,-1,7,4,-1,-1,-1,-1,-1,3,4,-1,-1,-1,-1
-1,-1,-1,-1,7,4,-1,-1,-1,-1,-1,3,4,-1,-1,-1,-1
-1,-1,-1,-1,-1,7,3,3,-1,3,3,4,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,3,3,3,-1,-1,-1,-1,-1,-1,-1
1,0.9777778,0.7372549
0.9970589,0.8686275,0.1352941
1,0.794902,0.1334314
1,0.6777553,0.1356322
0.982015,0.5534145,0.1076403
0.8366014,0.3028323,0.08888889
0.5764706,0.1960784,0.01960784
0.998574,0.941533,0.1254902
