1
10007-43
cute,
Ads,1
19,19
0,0,4,4,4,4,1,3,1,1,1,1,1,4,4,4,4,0,0
0,1,4,1,1,0,0,3,2,2,2,3,0,0,1,1,1,1,0
4,1,4,0,1,0,0,3,2,3,3,3,0,0,1,0,4,4,4
4,1,0,3,1,3,3,0,2,2,2,0,3,3,3,3,0,1,4
4,1,1,3,1,0,3,0,0,0,0,0,3,0,1,1,1,1,4
4,0,0,3,0,2,3,2,0,2,0,2,2,2,0,3,0,0,4
1,0,0,3,3,2,3,0,0,0,0,0,3,3,3,3,0,0,1
1,3,3,0,0,2,0,2,0,4,0,2,0,2,0,0,3,3,3
1,2,3,2,0,0,0,0,0,4,0,0,0,0,0,2,2,2,1
1,2,3,2,0,2,0,4,4,4,4,4,0,2,0,2,3,2,1
1,2,2,2,0,0,0,0,0,4,0,0,0,0,0,2,3,2,1
3,3,3,0,0,2,0,2,0,4,0,2,0,2,0,0,3,3,1
1,0,0,3,3,3,3,0,0,0,0,0,3,2,3,3,0,0,1
4,0,0,3,0,2,2,2,0,2,0,2,3,2,0,3,0,0,4
4,1,1,1,1,0,3,0,0,0,0,0,3,0,1,3,1,1,4
4,1,0,3,3,3,3,0,2,2,2,0,3,3,1,3,0,1,4
4,4,4,0,1,0,0,3,3,3,2,3,0,0,1,0,4,1,4
0,1,1,1,1,0,0,3,2,2,2,3,0,0,1,1,4,1,0
0,0,4,4,4,4,1,1,1,1,1,3,1,4,4,4,4,0,0
0.05882353,0.07058824,0.3333333
0.3960785,0.6784314,0.4235294
0.9686275,0.6705883,0.2196079
0.9568628,0.9686275,0.2196079
0.1764706,0.2039216,0.9058824
