1
10007-114
cute,
Free
20,18
-1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,-1
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3
-1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,-1
-1,-1,0,1,1,2,2,2,-1,0,0,1,2,2,2,-1,-1,0,-1,-1
-1,-1,7,0,1,1,1,2,2,7,1,1,1,1,1,2,-1,1,-1,-1
-1,-1,-1,9,0,0,1,1,2,-1,7,0,0,1,1,1,-1,1,-1,-1
-1,-1,-1,-1,-1,-1,2,2,1,-1,2,-1,-1,2,2,1,-1,1,-1,-1
-1,-1,-1,-1,-1,-1,1,2,1,-1,2,-1,-1,1,2,1,-1,2,-1,-1
-1,-1,-1,-1,-1,-1,1,2,0,-1,2,-1,-1,1,2,0,-1,2,-1,-1
-1,-1,-1,-1,-1,-1,1,2,0,2,2,-1,-1,1,2,0,2,2,-1,-1
-1,-1,-1,-1,-1,-1,-1,1,2,1,2,-1,-1,-1,1,2,1,2,-1,-1
-1,-1,-1,-1,-1,-1,-1,0,2,0,1,-1,-1,-1,0,2,0,1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,0,0,1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
-1,-1,-1,-1,-1,-1,0,1,9,1,-1,-1,-1,0,1,8,1,-1,-1,-1
0.7543052,0.7988065,0.8589941
0.546922,0.6072048,0.7033288
0.3551821,0.4110925,0.5310925
0.6221569,0.1537255,0.2094118
0.8470589,0.4666667,0.2666667
0.8991229,0.2303406,0.2691435
0.9914216,0.6833334,0.2046569
0.1777778,0.9084968,0.951634
0.1019608,0.9450981,0.9647059
0.1941177,0.892157,0.982353
