1
10007-101
cute,
Ads
37,50
-1,-1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,2,2,4,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,2,2,2,4,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,2,2,4,2,2,2,4,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,4,4,3,3,4,0,0,4,4,3,3,3,4,3,4,2,2,2,4,2,2,4,2,2,2,4,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,0,0,4,4,0,0,0,0,0,4,3,3,3,4,2,4,2,2,2,4,2,2,4,2,2,4,-1,-1,-1,-1,-1,-1,-1
-1,-1,4,0,0,0,0,4,0,0,0,0,0,0,4,4,4,2,2,2,4,2,2,4,2,2,4,2,2,4,-1,-1,-1,-1,-1,-1,-1
-1,4,0,0,0,0,0,4,0,0,0,0,0,0,4,2,4,2,2,2,4,2,2,2,4,2,4,2,2,4,-1,-1,-1,-1,-1,-1,-1
4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,2,4,2,2,2,4,2,2,4,2,4,2,2,4,-1,-1,-1,-1,-1,-1,-1
4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,2,2,4,2,2,4,2,2,4,2,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1
4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,2,2,4,2,2,4,2,2,4,2,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1
-1,4,0,0,0,0,0,4,2,4,0,0,0,0,0,4,4,2,2,4,2,4,2,2,4,2,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,4,0,0,0,0,0,4,2,4,0,0,0,0,0,0,4,2,2,4,2,4,2,2,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,4,0,0,0,0,4,4,2,4,0,0,0,0,0,4,4,2,4,2,4,2,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,4,0,0,0,0,4,2,2,2,4,0,0,0,0,4,2,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,4,0,0,0,0,4,4,4,4,4,4,0,0,4,4,2,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,4,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,4,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,0,0,0,0,0,0,4,4,4,4,4,4,0,0,0,0,4,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,4,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,4,0,0,0,0,0,4,0,0,2,2,2,2,0,0,0,0,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,4,0,0,0,0,4,0,0,2,2,2,2,2,0,0,0,0,0,0,4,-1,-1,-1,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,4,0,0,0,4,4,4,0,0,2,2,2,0,0,4,4,0,0,0,4,-1,4,4,1,1,1,4,4,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,0,0,0,0,0,0,0,0,2,2,0,4,4,0,0,0,0,0,4,1,1,1,1,1,1,1,4,4,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,4,-1,-1,-1,-1
-1,-1,-1,-1,-1,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,4,4,4,-1
-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4
-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
-1,-1,-1,-1,-1,-1,-1,-1,4,0,4,0,0,0,0,0,0,4,0,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1
-1,-1,-1,-1,-1,-1,-1,-1,4,4,0,4,4,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1,-1
-1,-1,-1,-1,-1,-1,-1,4,1,1,4,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1,-1,-1
-1,-1,-1,-1,-1,-1,4,1,1,1,1,4,4,0,0,0,0,4,4,-1,4,4,1,1,1,1,1,1,1,1,1,4,4,-1,-1,-1,-1
-1,-1,-1,-1,-1,4,1,1,1,1,1,1,1,4,4,4,4,-1,-1,-1,-1,-1,4,4,4,1,1,1,1,4,4,-1,-1,-1,-1,-1,-1
