1
10007-15
cute,
Free
18,30
-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,2,2,3,3,2,2,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,2,3,3,3,3,3,3,2,-1,-1,-1,-1,-1
-1,-1,-1,-1,2,3,3,3,3,3,3,3,3,2,-1,-1,-1,-1
-1,-1,-1,2,3,3,3,3,4,4,4,3,3,3,2,-1,-1,-1
-1,-1,2,3,3,3,4,4,4,4,4,4,3,3,3,2,-1,-1
-1,2,3,3,3,4,4,4,4,4,4,4,4,3,3,3,2,-1
-1,2,3,3,4,4,4,4,4,4,4,4,4,4,3,3,2,-1
2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2
2,3,4,4,4,4,5,4,4,4,4,5,4,4,4,4,3,2
2,4,5,4,4,5,4,4,2,2,4,4,5,4,4,5,4,2
2,4,4,5,5,4,4,2,-1,-1,2,4,4,5,5,4,4,2
-1,2,4,4,4,4,2,-1,-1,-1,-1,2,4,4,4,4,2,-1
-1,-1,2,2,2,2,-1,-1,-1,-1,-1,-1,2,2,2,2,-1,-1
0.8196079,0.8000001,0.8941177
0.5019608,0.5254902,0.6078432
0.3568628,0,0.08235294
0.8156863,0,0
1,0.04313726,0.03921569
1,0.6588235,0.6313726
