1
31-1
False,0
False,0
32,31
-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,0,0,0,0,5,5,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,0,0,0,0,0,12,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,0,0,0,0,0,12,12,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,0,0,0,0,0,12,12,12,8,8,8,8,8,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,0,0,0,0,0,12,12,12,12,12,12,12,8,8,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,2,0,0,0,5,8,8,8,8,8,8,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,2,2,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,5,3,5,5,5,5,5,5,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,5,5,1,7,7,7,7,7,7,7,7,7,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,5,5,5,1,1,1,1,7,7,7,7,7,7,7,7,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,5,5,13,13,1,1,1,1,1,1,1,1,7,7,7,7,7,7,5,5,5,5,-1,-1,-1,-1,-1,-1,-1
-1,-1,5,4,13,13,13,13,13,13,1,1,1,1,1,11,15,15,15,15,15,15,15,15,7,5,5,5,-1,-1,-1,-1
-1,5,5,4,4,4,13,13,13,13,13,13,1,1,1,11,11,11,11,15,15,15,15,15,15,15,15,5,5,-1,-1,-1
-1,5,4,4,4,4,4,4,13,13,13,13,13,14,11,11,11,11,11,11,11,11,11,15,15,15,15,15,5,5,-1,-1
-1,5,6,6,4,4,4,4,4,4,13,13,13,14,14,14,11,11,11,11,11,11,11,11,11,15,15,15,15,5,5,-1
5,5,6,6,6,6,4,4,4,4,4,4,14,14,14,14,14,14,14,14,11,11,11,11,11,11,11,11,15,15,5,5
5,6,6,6,6,6,6,6,4,4,4,10,10,10,14,14,14,14,14,14,14,14,14,14,11,11,11,11,11,1,1,5
5,6,6,6,6,6,6,6,6,6,4,10,10,10,10,10,10,10,14,14,14,14,14,14,14,14,14,14,11,1,1,5
5,6,6,6,6,6,6,6,6,6,9,9,10,10,10,10,10,10,10,10,10,10,10,14,14,14,14,14,14,14,13,5
5,6,6,6,6,6,6,6,6,6,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,14,14,13,5
-1,5,6,6,6,6,6,6,6,6,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,4,5
-1,-1,5,6,6,6,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,5,5
-1,-1,-1,5,5,6,6,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,5,-1
-1,-1,-1,-1,-1,5,5,5,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,5,-1
-1,-1,-1,-1,-1,-1,-1,5,5,6,6,6,6,6,5,8,8,8,8,9,9,9,9,9,9,9,9,8,8,5,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,5,9,6,6,6,5,5,-1,-1,-1,8,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,6,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,6,6,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,9,9,9,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,9,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.7764707,0.7137255,0.4117647
0.6784314,0.6392157,0.3803922
0.6313726,0.4627451,0.4235294
0.627451,0.4,0.3843138
0.7176471,0.3686275,0.4235294
0.5764706,0.3176471,0.5137255
0.5647059,0.5254902,0.5529412
0.5019608,0.4,0.7372549
0.7568628,0.4078432,0.6745098
1,0.6745098,0.8000001
0.9764706,0.4705883,0.5450981
0.9215687,0.8588236,0.4862745
1,0.9294118,0.5882353
0.8156863,0.7803922,0.1843137
1,0.9607844,0.3490196
0.654902,0.5215687,1
