1
31-3
False,0
False,0
24,26
-1,-1,-1,-1,-1,-1,-1,-1,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,6,6,7,7,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,6,7,7,7,8,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,6,6,7,7,8,8,8,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,6,6,7,7,8,8,8,8,8,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,7,7,8,8,8,8,8,8,6,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,8,8,8,8,8,8,6,6,5,4,3,3,1,1,5,5,-1,-1,-1,-1,-1,-1,-1
-1,6,8,8,8,8,6,5,5,4,3,3,1,1,1,1,1,5,-1,-1,-1,-1,-1,-1
-1,-1,6,6,6,6,5,4,4,3,3,1,1,1,2,2,1,1,5,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,5,4,4,3,3,1,1,1,2,2,2,2,1,3,5,-1,-1,-1,-1
-1,-1,-1,-1,5,4,4,3,3,3,1,1,1,2,2,2,2,1,3,3,5,-1,-1,-1
-1,-1,-1,-1,5,4,4,3,3,3,1,1,1,1,2,2,1,1,3,3,4,5,6,-1
-1,-1,-1,-1,5,4,4,3,3,3,3,1,1,1,1,1,1,3,3,4,5,6,7,6
-1,-1,-1,-1,5,4,4,3,3,3,3,3,1,1,1,3,3,3,4,5,6,7,8,6
-1,-1,-1,-1,5,4,4,3,3,3,3,3,3,3,3,3,3,4,5,6,7,8,8,6
-1,-1,-1,-1,5,4,4,4,3,3,3,3,3,3,3,3,4,5,6,7,8,8,9,6
-1,-1,-1,-1,5,4,4,4,4,3,3,3,3,3,3,4,5,6,7,8,8,9,6,-1
-1,-1,-1,8,5,4,4,4,4,4,3,3,3,3,4,5,6,7,8,8,9,6,-1,-1
-1,-1,8,9,8,5,4,4,4,4,4,4,4,4,5,6,7,8,8,9,6,-1,-1,-1
-1,8,9,9,8,5,4,4,4,4,4,4,5,5,6,7,8,8,8,6,-1,-1,-1,-1
-1,8,9,8,-1,-1,5,4,4,4,4,5,6,6,7,8,8,8,9,6,-1,-1,-1,-1
-1,8,9,8,-1,-1,5,4,4,4,5,6,7,7,8,8,8,9,6,8,8,-1,-1,-1
-1,8,9,8,-1,-1,8,8,5,5,6,7,8,8,8,9,6,6,9,0,8,-1,-1,-1
-1,8,9,9,8,8,8,9,6,6,7,8,8,9,6,6,-1,8,9,8,8,-1,-1,-1
-1,-1,8,9,9,9,9,0,6,7,8,8,9,6,-1,-1,-1,8,8,8,-1,-1,-1,-1
-1,-1,-1,8,8,8,8,8,-1,6,6,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0.9647059,0.9215687
0.9294118,0.8862746,0.8627452
0.9411765,0.9019608,0.9019608
0.9137256,0.8509805,0.7960785
0.8470589,0.8039216,0.7411765
0.5647059,0.5254902,0.5529412
0.9607844,0.6196079,0.03137255
0.9803922,0.7490196,0.2196079
1,0.8000001,0.3568628
1,0.8941177,0.2980392
