1
54-2
False,0
False,0
45,45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,0,2,2,2,8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,2,2,2,8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
9,9,9,9,9,9,9,9,0,0,0,0,0,0,9,9,9,9,0,0,2,2,8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
9,9,9,9,9,9,9,9,0,0,0,0,0,0,9,9,9,0,0,0,2,2,8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
9,9,9,9,9,9,9,9,9,0,0,0,0,0,9,9,9,9,0,0,2,2,8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
9,9,9,9,9,9,9,9,0,0,0,0,0,9,9,9,9,9,0,0,2,2,8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
0,0,9,9,9,0,0,0,0,0,0,0,0,0,9,9,0,0,9,9,2,2,8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,9,0,0,9,9,2,2,2,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,13,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
0,0,0,0,0,0,0,0,0,0,0,9,4,9,9,0,0,0,0,0,2,2,2,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,13,13,13,13,13
0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,0,0,0,0,0,2,2,2,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,13,13,13,13,13,13
0,0,0,0,0,0,0,0,0,0,9,9,9,9,0,0,0,0,0,0,2,2,2,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,13,13,13,13,13,13,13
0,0,0,1,1,1,0,0,0,0,9,9,9,9,0,0,0,0,0,0,2,6,8,13,13,13,13,13,13,13,13,13,13,13,13,12,10,13,13,13,13,13,13,13,13
0,0,0,1,1,1,1,1,9,9,9,9,9,9,0,0,0,0,0,0,2,6,12,13,13,13,13,13,13,13,13,13,13,13,12,10,13,13,13,13,13,13,13,13,13
0,0,1,1,1,1,1,1,9,9,9,9,0,9,9,9,0,0,0,1,2,6,12,13,13,13,13,13,13,13,13,13,13,12,10,13,13,13,13,13,13,13,13,13,13
0,0,1,1,1,1,1,1,0,0,0,0,0,9,9,9,0,0,0,2,2,6,13,13,13,13,13,13,13,13,13,13,12,10,13,13,13,13,13,13,13,13,13,13,13
0,0,1,1,1,1,1,1,0,0,0,0,0,9,9,9,0,0,2,2,2,6,13,13,13,13,13,13,13,13,13,12,10,13,13,13,13,13,13,13,13,13,13,13,13
0,0,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,6,8,13,13,13,13,13,13,13,12,12,10,13,13,13,13,13,13,13,13,13,13,13,13,13
4,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,2,2,6,6,12,13,13,13,13,13,13,12,12,10,13,13,13,13,13,13,13,13,13,13,13,13,13,13
0,2,2,2,2,2,2,4,4,4,4,4,0,0,0,0,0,2,2,6,6,12,13,13,13,13,13,12,12,10,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
