1
28-1
False,0
False,0
64,47
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,5,5,5,5,5,5,8,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,8,5,5,5,5,5,5,5,5,8,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,5,5,5,5,5,5,5,5,5,8,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8,1,1,1,0,0,0,0,0,0,0,0,4,1,2,5,5,5,5,5,5,5,5,5,8,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8,8,7,7,7,7,7,8,0,0,0,0,0,0,0,0,0,4,4,4,1,2,5,5,5,5,5,5,5,5,8,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,8,0,0,0,0,0,0,0,0,0,4,4,4,1,2,5,5,5,9,5,5,5,5,5,8,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,1,1,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,0,0,0,0,0,0,4,4,4,9,4,4,1,2,5,5,5,5,5,5,5,5,5,8,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1,1,1,1,1,0,0,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,0,0,0,0,0,0,4,4,9,9,9,4,1,2,5,5,5,5,5,5,5,5,5,5,8
-1,-1,-1,-1,8,8,8,8,-1,-1,-1,2,1,1,4,0,0,0,0,0,0,0,8,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,8,0,0,0,0,4,4,4,4,9,4,4,4,1,2,5,5,5,5,5,5,5,5,5,8
-1,-1,-1,8,7,7,7,7,8,8,2,1,4,4,4,0,0,0,0,0,0,0,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,0,0,0,4,4,4,4,4,4,4,4,4,1,2,5,5,5,5,5,5,5,5,5,8
-1,-1,8,7,7,7,7,7,7,2,1,4,4,4,4,0,0,0,0,0,0,0,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,4,4,4,4,4,4,4,4,4,4,4,4,1,2,5,5,5,8,8,8,8,5,5,8
-1,8,7,7,7,7,7,5,7,2,1,4,0,4,4,4,0,0,0,0,0,0,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,4,4,4,4,4,4,4,4,4,4,4,4,1,2,5,8,8,6,9,9,9,8,8,8
8,7,7,7,7,7,7,7,7,2,1,4,4,4,4,4,0,0,0,0,0,0,0,8,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,8,4,4,4,4,0,4,4,4,4,4,4,4,4,1,2,6,6,6,6,9,9,9,9,8
8,7,7,7,7,7,7,7,7,2,1,4,4,4,9,4,4,4,0,0,0,0,0,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,4,4,4,4,4,4,4,4,4,4,4,4,1,2,6,6,6,9,6,9,9,9,8
8,7,7,7,7,7,7,7,7,2,1,4,4,4,4,4,4,4,4,4,4,4,4,8,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,7,8,4,4,4,4,4,4,4,4,4,4,4,4,1,2,6,6,9,6,6,6,9,6,8
8,7,7,5,7,7,7,7,7,2,1,4,4,4,4,4,0,4,4,4,9,4,4,8,7,7,7,7,3,3,3,7,7,7,7,7,7,7,7,7,8,4,4,4,4,4,4,4,4,4,0,4,4,1,2,6,6,6,6,6,6,9,6,8
