1
10002-63
popular,
Ads
20,20
-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,3,3,3,3,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,3,3,5,5,7,7,7,7,0,0,3,-1,-1,-1
-1,-1,-1,-1,-1,3,0,5,5,5,7,7,7,7,0,0,0,3,-1,-1
-1,-1,-1,-1,3,0,0,0,5,5,7,7,7,7,0,0,0,0,3,-1
-1,-1,-1,3,0,0,0,0,5,5,7,7,7,0,0,0,0,0,3,-1
-1,-1,3,0,0,0,0,0,0,5,1,1,1,0,0,0,0,9,9,3
-1,-1,2,0,0,0,0,0,0,2,0,0,0,2,0,7,9,9,9,3
-1,3,5,5,0,0,0,0,2,0,0,0,0,0,1,9,9,9,9,3
-1,2,5,5,5,5,0,2,0,0,3,0,0,0,1,8,8,8,8,3
2,6,6,6,5,5,2,0,0,3,-1,3,0,0,1,8,8,8,8,3
2,5,6,6,6,2,0,0,3,-1,-1,-1,3,0,0,1,8,8,8,3
4,5,5,5,5,5,2,0,0,3,-1,3,0,0,1,0,0,8,2,-1
4,5,5,5,5,5,2,0,0,0,3,0,0,1,0,0,0,0,2,-1
4,5,5,4,4,4,2,0,0,0,0,0,1,0,0,0,0,2,-1,-1
4,4,4,4,4,4,0,2,0,0,0,1,0,0,0,0,0,2,-1,-1
-1,4,4,4,0,0,0,0,1,1,1,0,0,0,0,0,1,-1,-1,-1
-1,4,0,0,0,0,0,0,4,8,8,8,0,0,0,2,-1,-1,-1,-1
-1,-1,4,8,0,0,0,4,4,8,8,8,0,0,2,-1,-1,-1,-1,-1
-1,-1,-1,4,0,0,8,4,8,8,8,8,0,2,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,4,4,1,4,4,4,2,2,-1,-1,-1,-1,-1,-1,-1
0.9529412,0.9294118,0.9215687
0.2196079,0.2862745,0.1647059
0.2431373,0.2078432,0.2196079
0.0627451,0.01960784,0.09803922
0.8666667,0.1921569,0.1607843
0.8666667,0.3607843,0.882353
0.5411765,0,0.909804
0.09019608,0.7254902,0.882353
0.9764706,0.8313726,0.2941177
0.482353,0.9764706,0.4980392
