1
10002-66
popular,
Ads
16,20
-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,3,3,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,3,3,3,4,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,3,3,3,3,4,4,2,2,-1,-1,-1,-1,-1,-1,-1
2,3,3,3,4,3,4,4,4,2,-1,-1,-1,-1,-1,-1
-1,2,3,3,3,3,3,4,4,4,2,-1,-1,-1,-1,-1
-1,2,3,3,3,3,4,3,3,4,4,2,-1,-1,-1,-1
-1,2,4,3,4,4,3,3,3,4,4,4,2,-1,-1,-1
-1,-1,2,3,3,3,3,3,3,4,3,4,2,-1,-1,-1
-1,-1,2,4,3,3,3,3,4,3,3,3,2,-1,-1,-1
-1,-1,-1,2,4,3,4,4,3,3,3,3,2,-1,-1,-1
-1,-1,-1,-1,2,3,3,3,3,3,3,4,2,-1,-1,-1
-1,-1,-1,-1,-1,2,3,3,3,3,1,1,0,2,2,-1
-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,5,0,2
-1,-1,-1,-1,-1,-1,-1,1,0,0,0,5,5,5,5,2
-1,-1,-1,-1,-1,-1,-1,1,0,5,5,5,0,5,2,2
-1,-1,-1,-1,-1,-1,1,0,5,0,5,5,5,1,-1,-1
-1,-1,-1,-1,-1,-1,1,5,5,5,1,1,1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1
0.4,0.6745098,0.07058824
0.06666667,0.01568628,0
0.07450981,0,0.007843138
1,0.6666667,0.08627451
0.9843138,0.172549,0.0627451
0.7921569,1,0.3176471
