1
10002-0
popular,
Ads
18,26
-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1
-1,-1,-1,4,4,4,4,4,4,5,5,5,5,4,4,-1,-1,-1
-1,-1,4,4,4,4,-1,-1,-1,-1,-1,-1,5,5,5,4,-1,-1
-1,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,4,-1
-1,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,-1
4,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,4
4,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5
5,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,5
5,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,6
5,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,6
5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,6
-1,5,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,6,-1
-1,5,5,5,4,-1,-1,-1,-1,-1,-1,-1,-1,5,5,6,6,-1
-1,-1,5,5,5,4,-1,-1,-1,-1,-1,-1,4,5,6,6,-1,-1
-1,-1,-1,5,5,5,4,4,4,4,4,4,5,6,6,-1,-1,-1
-1,-1,-1,-1,5,5,5,5,5,5,5,5,5,5,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,5,5,5,5,5,5,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,3,2,2,0,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,3,3,2,2,2,0,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,3,3,2,2,2,2,0,0,-1,-1,-1,-1,-1
-1,-1,-1,-1,3,3,3,2,2,2,2,2,0,0,-1,-1,-1,-1
-1,-1,-1,3,3,3,2,2,2,2,2,2,0,0,0,-1,-1,-1
-1,-1,-1,2,2,2,3,0,0,0,0,0,1,1,1,-1,-1,-1
-1,-1,-1,-1,2,3,3,3,0,0,0,1,1,1,-1,-1,-1,-1
-1,-1,-1,-1,-1,3,3,3,3,0,1,1,1,-1,-1,-1,-1,-1
0.5803922,0.9058824,0.9960785
0.3647059,0.8588236,0.9960785
0.2039216,0.8235295,0.9960785
0.3019608,0.7176471,0.9960785
1,0.6313726,0
1,0.7686275,0
1,0.8901961,0.1803922
