1
10002-57
popular,
Free
16,17
-1,-1,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1
-1,4,1,0,0,0,0,0,0,0,0,0,0,1,4,-1
4,1,0,1,1,1,1,1,1,1,1,1,1,0,1,4
4,0,1,1,1,1,1,2,2,1,1,1,1,1,0,4
4,0,1,1,1,1,2,3,3,2,1,1,1,1,0,4
4,0,1,1,1,2,3,3,3,3,2,1,1,1,0,4
4,0,1,1,2,3,3,3,3,3,3,2,1,1,0,4
4,0,1,1,2,3,3,2,2,3,3,2,1,1,0,4
4,0,1,1,1,2,2,1,1,2,2,1,1,1,0,4
4,0,0,1,1,1,1,1,1,1,1,1,1,0,0,4
4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-1,4,1,0,0,0,0,0,0,0,0,0,0,1,4,-1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,2,2,3,3,3,3,3,3,3,3,3,3,2,2,4
4,2,2,3,3,3,3,3,3,3,3,3,3,2,2,4
-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1
0.9764706,0.937255,0.8745099
0.8705883,0.7372549,0.627451
0.6235294,0.2,0.07450981
0.8313726,0.2039216,0.02352941
0.09803922,0.01176471,0.03529412
