1
10002-18
popular,
Ads
17,18
-1,-1,-1,-1,-1,-1,-1,7,7,7,2,2,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,8,8,7,7,7,2,2,-1,-1,-1,-1
-1,-1,-1,-1,-1,8,8,7,7,7,7,7,2,2,-1,-1,-1
-1,-1,-1,-1,8,8,7,7,1,7,7,7,7,2,2,-1,-1
-1,-1,-1,-1,8,7,7,7,7,7,7,1,7,2,2,-1,-1
-1,-1,-1,8,8,7,1,7,7,7,7,7,7,7,2,2,-1
-1,-1,-1,7,7,7,7,7,7,4,4,7,7,7,2,2,-1
6,6,5,5,2,7,7,7,3,4,4,4,7,7,2,2,2
-1,6,6,6,5,5,2,7,3,3,3,3,7,7,2,2,2
-1,-1,6,6,6,5,5,3,3,7,7,7,3,3,2,2,2
-1,-1,6,5,6,6,5,3,0,7,1,7,3,0,2,2,2
-1,-1,6,5,6,6,5,5,2,7,7,7,7,2,2,2,-1
-1,-1,6,5,6,6,6,5,2,2,7,7,2,2,2,2,-1
-1,-1,-1,6,5,6,6,5,2,2,2,2,2,2,2,-1,-1
-1,-1,-1,-1,6,5,5,5,5,2,2,2,2,2,-1,-1,-1
-1,-1,-1,-1,-1,6,6,5,5,5,5,5,5,-1,-1,-1,-1
-1,-1,-1,-1,6,6,5,-1,6,5,-1,6,5,5,-1,-1,-1
-1,-1,-1,-1,6,6,-1,-1,-1,-1,-1,-1,6,5,-1,-1,-1
1,1,1
0.9490197,0.7058824,0.5960785
0.6313726,0.1215686,0.2196079
0.1137255,0.145098,0.2431373
0.2,0.2588235,0.3882353
0.2156863,0.5411765,0.2313726
0.4196079,0.8078432,0.282353
0.9333334,0.2039216,0.3058824
1,0.454902,0.5215687
