1
10002-3
popular,
Ads
40,33
-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,10,10,10,10,10,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,10,10,11,11,11,11,11,11,11,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,10,11,11,11,11,11,11,11,11,11,11,11,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,-1
-1,-1,-1,10,11,11,11,11,11,11,11,11,11,11,11,11,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5
-1,-1,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,5
-1,-1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,6,6,6,5
-1,10,11,11,11,7,7,11,11,11,11,11,12,12,12,11,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,6,6,6,9,-1
-1,11,11,11,7,7,7,7,11,11,11,12,-1,-1,-1,12,11,11,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,6,6,6,9,-1,-1
-1,11,11,11,7,14,14,7,7,11,11,-1,-1,-1,-1,-1,11,11,11,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,6,6,6,9,-1,-1,-1
10,11,11,11,14,14,14,14,7,11,11,-1,-1,-1,-1,-1,-1,11,11,11,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,6,6,9,9,-1,-1,-1,-1
11,11,11,11,14,14,14,14,14,11,11,-1,-1,-1,-1,-1,-1,11,11,11,11,10,-1,-1,-1,-1,-1,-1,-1,5,5,6,6,9,-1,-1,-1,-1,-1,-1
11,11,11,11,11,14,14,14,11,11,11,10,-1,-1,-1,-1,10,11,11,11,11,11,10,-1,-1,-1,-1,-1,2,2,6,9,-1,-1,-1,-1,-1,-1,-1,-1
11,11,11,8,8,8,8,11,11,11,11,11,10,10,10,10,11,11,11,11,11,11,11,10,-1,-1,-1,2,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,11,13,13,13,13,8,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,5,5,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,11,13,13,13,13,13,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,5,5,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,11,13,13,13,13,13,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,5,5,5,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,11,11,13,13,13,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,5,5,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,11,11,11,11,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,11,11,11,11,16,16,16,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,11,11,11,16,16,16,16,16,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,11,11,11,16,17,17,17,16,16,11,11,11,11,11,11,11,11,11,11,11,3,3,11,11,11,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,11,11,11,17,17,17,17,17,17,11,11,11,11,11,11,11,11,11,11,3,3,3,3,11,11,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,11,11,11,17,17,17,17,17,17,11,11,11,11,11,11,11,11,11,3,3,3,18,18,11,11,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,11,11,11,11,17,17,17,17,11,11,11,4,4,4,11,11,11,11,3,3,18,18,18,11,11,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,11,11,11,11,11,11,11,11,11,4,4,4,4,4,11,11,11,3,3,18,18,18,11,11,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,11,11,11,11,11,11,11,11,4,15,15,15,4,4,11,11,11,11,3,3,18,11,11,11,11,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,11,11,11,11,11,11,11,4,15,15,15,15,4,11,11,11,11,11,11,11,11,11,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,11,11,11,11,11,11,4,15,15,15,15,11,11,11,11,11,11,11,11,11,11,11,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,12,11,11,11,11,11,15,15,15,11,11,11,11,11,11,11,11,11,11,11,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,12,12,12,11,11,11,11,11,11,11,11,11,11,12,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12,12,12,12,12,12,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.7529413,0.7960785,0.8627452
0.5450981,0.6078432,0.7058824
0.3529412,0.4117647,0.5333334
0.07058824,0.3058824,0.5372549
0.4078432,0.2196079,0.4235294
0.2470588,0.1568628,0.1960784
0.454902,0.2470588,0.2235294
0.6196079,0.1568628,0.2078432
0.7450981,0.2901961,0.1843137
0.7215686,0.4352942,0.3137255
0.7607844,0.5215687,0.4117647
0.8941177,0.6509804,0.4470589
0.909804,0.7176471,0.5882353
0.9686275,0.4627451,0.1333333
0.8941177,0.2313726,0.2666667
0.7098039,0.3137255,0.5333334
0.2431373,0.5372549,0.282353
0.3882353,0.7803922,0.3019608
0,0.5843138,0.9137256
