1
10002-26
popular,
Ads
22,40
-1,-1,-1,-1,-1,8,7,3,3,3,3,-1,-1,-1,6,6,2,2,2,-1,-1,-1
-1,-1,-1,5,8,8,8,3,3,3,4,4,5,6,6,6,2,2,2,2,5,-1
-1,-1,-1,5,8,8,8,3,3,4,4,4,5,6,6,1,1,2,2,2,5,-1
-1,-1,-1,5,8,8,8,3,3,4,4,3,5,1,1,1,1,1,2,2,5,-1
-1,-1,-1,5,8,8,8,7,3,3,3,3,5,6,6,1,1,1,2,2,5,-1
-1,-1,-1,5,8,8,8,8,4,4,3,4,5,6,6,6,1,1,2,2,5,-1
-1,-1,-1,-1,5,8,8,8,4,4,4,5,1,1,6,6,1,1,2,5,-1,-1
-1,-1,-1,-1,5,8,8,8,3,4,4,5,1,1,1,1,1,2,2,5,-1,-1
-1,-1,-1,-1,-1,4,8,3,3,3,5,6,6,1,1,1,1,2,5,-1,-1,-1
-1,-1,-1,-1,-1,-1,4,4,5,6,6,6,6,1,1,1,2,2,5,-1,-1,-1
-1,-1,-1,-1,-1,-1,5,6,1,1,6,6,1,1,1,2,2,5,-1,-1,-1,-1
-1,-1,-1,-1,-1,5,6,6,6,1,1,1,1,1,2,2,5,4,5,-1,-1,-1
-1,-1,-1,-1,-1,5,1,6,6,1,1,1,2,2,2,5,4,4,4,5,-1,-1
-1,-1,-1,-1,5,1,1,1,0,1,2,2,2,5,5,3,4,4,4,3,5,-1
-1,-1,-1,-1,5,1,1,1,1,2,2,5,5,8,8,8,3,4,4,3,5,-1
-1,-1,-1,-1,5,1,1,1,2,2,6,8,8,8,8,8,8,3,3,3,3,5
-1,-1,-1,5,2,1,1,2,6,6,6,5,5,5,5,8,8,7,3,4,4,5
-1,-1,5,6,6,1,1,1,1,1,2,2,2,2,2,5,8,7,4,4,4,5
-1,5,6,6,6,1,1,1,1,1,2,2,2,2,2,2,5,7,4,4,3,5
5,6,6,6,0,1,1,1,1,1,2,2,6,2,6,2,5,8,8,3,3,5
5,1,1,1,0,1,6,1,6,1,1,2,2,2,2,2,5,8,8,3,3,5
5,5,5,5,5,1,1,6,1,1,1,1,2,2,2,5,8,7,4,3,3,5
-1,-1,-1,-1,-1,5,1,0,1,1,1,1,1,6,5,8,7,4,4,4,5,-1
-1,-1,-1,-1,-1,-1,5,1,2,1,6,5,5,5,8,8,8,8,4,4,5,-1
-1,-1,-1,-1,-1,-1,5,1,5,1,5,-1,-1,5,8,8,8,3,3,5,-1,-1
-1,-1,-1,-1,-1,-1,5,6,5,6,5,-1,5,7,8,8,4,4,3,5,-1,-1
-1,-1,-1,-1,-1,5,5,5,5,5,5,5,3,3,3,3,3,4,5,-1,-1,-1
-1,-1,-1,-1,5,3,3,3,3,3,8,8,8,8,8,3,3,3,5,-1,-1,-1
-1,-1,-1,5,3,3,3,3,3,3,8,8,8,8,8,8,3,4,4,5,-1,-1
-1,-1,-1,5,3,4,3,4,3,3,8,8,8,8,8,8,7,4,4,4,5,-1
-1,-1,-1,5,3,3,3,3,3,8,8,7,8,8,8,8,8,3,4,4,4,5
-1,-1,-1,-1,5,3,3,3,8,8,8,4,8,4,8,8,8,8,8,3,3,5
-1,-1,-1,-1,-1,5,5,8,8,8,8,8,4,8,8,8,3,5,5,5,5,5
-1,-1,-1,-1,-1,-1,-1,5,5,5,8,8,8,8,8,3,5,-1,-1,-1,-1,-1
-1,-1,-1,5,-1,-1,-1,-1,-1,-1,5,8,8,8,8,5,-1,-1,-1,-1,-1,-1
-1,-1,5,6,5,-1,-1,-1,-1,-1,-1,5,8,3,8,5,-1,-1,-1,-1,-1,-1
-1,5,2,2,6,5,-1,-1,-1,-1,-1,5,8,5,8,5,-1,-1,-1,-1,-1,-1
5,0,2,2,2,6,5,-1,-1,-1,-1,5,4,5,4,5,-1,-1,-1,-1,-1,-1
5,0,0,5,2,2,5,-1,-1,-1,-1,5,5,5,5,5,-1,-1,-1,-1,-1,-1
-1,5,5,-1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.9529412,0.6431373,0.6862745
0.9686275,0.6352941,0.6627451
0.882353,0.4470589,0.5764706
0.8705883,0.4392157,0.3803922
0.5372549,0.2666667,0.3882353
0.2156863,0.2627451,0.4666667
0.6156863,0.3960785,0.7725491
0.9843138,0.7019608,0.3137255
1,0.6941177,0.3019608
