1
10002-50
popular,
Free
17,17
-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,2,3,2,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2,3,2,-1,2,4,2,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,2,3,2,4,2,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,2,4,4,2,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,2,4,4,3,1,2,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2,4,2,2,0,1,1,2,-1,-1,-1,-1,-1,-1
-1,-1,-1,2,2,-1,-1,2,0,1,1,2,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,2,0,1,1,2,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,1,1,2,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,1,1,2,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,1,1,2,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,1,1,2
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,1,2
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2
1,1,1
0.7882354,0.7882354,0.7882354
0,0,0
0.8196079,0.1686275,0
0.9803922,0.6666667,0
