1
10002-61
popular,
Ads
18,20
-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,4,2,2,2,2,2,2,4,4,-1,-1,-1,-1
-1,-1,4,4,2,2,2,2,2,4,4,4,2,2,4,4,-1,-1
-1,4,2,2,2,2,2,2,2,2,4,4,4,2,2,2,4,-1
-1,4,2,2,2,2,1,1,1,1,3,3,4,2,2,2,4,-1
4,2,4,4,1,1,1,1,1,3,3,3,3,1,2,2,2,4
4,4,4,3,3,1,1,1,1,3,3,3,1,1,1,2,2,4
4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,2,4
4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,4
4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,4
2,1,3,3,1,1,1,1,1,3,3,3,3,1,1,1,1,2
2,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,1,2
-1,2,1,1,1,1,1,1,3,3,3,3,3,3,1,1,2,-1
-1,2,1,1,1,1,1,1,3,3,3,0,3,3,0,1,2,-1
-1,-1,2,1,1,1,1,1,3,3,0,3,3,0,0,2,-1,-1
-1,-1,2,1,1,1,1,1,1,3,3,3,0,0,1,2,-1,-1
-1,-1,-1,2,1,1,1,1,1,1,1,0,0,1,2,-1,-1,-1
-1,-1,-1,-1,2,1,1,1,1,1,1,1,1,2,-1,-1,-1,-1
-1,-1,-1,-1,-1,2,2,1,1,1,1,2,2,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1
0.9882354,0.9921569,0.9058824
0.9647059,0.9607844,0.7529413
0.8431373,0.8039216,0.5019608
0.509804,0.5803922,0.04313726
0.3058824,0.2431373,0.03921569
