1
10002-78
popular,
Free
30,46
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,-1,-1,-1,-1,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,2,6,-1,-1,6,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,6,6,2,2,6,-1,-1,6,2,2,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,6,7,8,8,8,6,6,7,8,8,8,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,6,7,8,8,8,6,6,7,8,8,8,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,6,7,8,8,8,6,6,7,8,8,8,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,6,6,7,7,7,7,6,6,7,7,7,7,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,6,8,8,8,8,8,8,8,8,8,8,8,8,8,0,6,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,0,0,6,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,6,6,6,6,6,7,7,7,7,7,7,7,7,0,0,6,6,6,6,6,-1,-1,-1,-1,-1,-1
-1,-1,6,6,8,7,7,6,6,1,1,1,1,1,1,0,0,0,0,6,6,7,7,8,6,6,-1,-1,-1,-1
-1,6,2,2,8,7,7,7,7,1,1,1,1,1,1,0,0,0,0,7,7,7,7,8,2,2,6,-1,-1,-1
-1,6,2,2,8,8,8,7,7,7,7,7,7,7,8,8,8,8,8,7,7,8,8,8,2,2,6,-1,-1,-1
-1,-1,6,6,8,8,8,7,7,1,1,7,7,7,8,8,8,1,1,7,8,8,8,8,6,6,-1,-1,-1,-1
-1,-1,-1,-1,6,8,8,8,7,1,1,7,8,8,8,8,8,0,0,8,8,8,8,6,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,6,8,8,7,1,1,8,8,8,8,8,8,0,0,8,8,8,6,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,6,6,7,1,1,8,8,8,8,8,8,0,0,8,6,6,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,6,6,-1,-1,6,1,1,8,8,8,8,8,8,1,1,6,-1,-1,6,6,-1,-1,-1,-1,-1,-1
-1,-1,-1,6,5,4,6,-1,6,1,1,7,2,2,2,2,7,1,1,6,-1,6,5,4,6,-1,-1,-1,-1,-1
-1,-1,-1,6,5,4,6,6,2,2,2,2,2,2,2,2,2,2,2,2,6,6,5,4,6,-1,-1,-1,-1,-1
-1,6,6,6,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,6,6,6,-1,-1,-1
-1,6,2,2,5,4,2,2,2,9,9,2,2,2,2,2,2,9,9,2,2,2,5,4,2,2,6,-1,-1,-1
-1,6,2,2,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,2,2,6,-1,-1,-1
6,6,3,3,5,4,2,2,2,6,6,2,2,2,2,2,2,6,6,2,2,2,5,4,3,3,6,-1,-1,-1
6,5,5,5,5,4,2,2,2,6,6,2,2,2,2,2,2,6,6,2,2,2,5,4,5,6,6,6,6,-1
6,5,5,5,5,4,3,2,2,6,6,2,2,2,2,2,2,6,6,2,3,3,5,4,4,4,6,4,4,6
6,5,5,5,5,4,3,3,2,2,2,2,2,3,3,2,2,2,2,3,5,5,5,4,4,4,6,4,4,6
6,5,5,5,5,4,5,5,3,2,2,2,3,5,5,3,3,5,5,3,5,4,4,4,4,4,6,4,4,6
6,5,5,5,5,5,5,5,3,3,2,2,3,5,5,3,3,5,5,3,5,4,4,4,4,4,6,4,4,6
6,5,5,5,5,5,5,5,5,5,3,3,3,5,5,3,5,5,5,4,4,4,4,4,4,4,6,4,4,6
6,5,5,5,5,5,5,5,5,5,3,5,5,4,5,5,5,5,4,4,4,4,4,4,4,4,6,4,4,6
6,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,6,4,4,6
6,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,6,4,4,6
6,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,6
6,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,6
-1,6,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,6
-1,6,6,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,4,4,4,6
-1,-1,-1,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,5,4,4,6,6,-1
-1,-1,-1,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,5,4,4,6,-1,-1
-1,-1,-1,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,5,4,6,6,-1,-1
-1,-1,-1,-1,-1,-1,6,4,4,4,4,4,4,4,4,4,4,4,4,4,6,5,5,5,4,4,6,-1,-1,-1
-1,-1,-1,-1,-1,-1,6,6,6,6,4,4,4,4,4,4,4,4,6,6,6,5,4,4,4,4,6,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,6,6,6,6,6,6,6,6,5,5,4,4,4,6,6,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,5,5,5,5,5,4,4,4,4,6,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,4,4,4,4,4,4,6,6,6,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,6,6,6,6,-1,-1,-1,-1,-1,-1,-1,-1
0.9568628,1,1
0.7607844,0.8509805,0.8509805
1,0.8274511,0.6901961
0.9529412,0.7450981,0.5490196
0.6313726,0.3843138,0.2470588
0.427451,0.2627451,0.1686275
0.1254902,0.04705883,0.01176471
0.6784314,0,0.02352941
0.9921569,0,0.007843138
1,0.5921569,0.7764707
