1
10002-48
popular,
Free
35,10
-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1
-1,-1,-1,-1,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,-1,-1,-1,-1
-1,-1,-1,2,3,3,3,2,-1,-1,-1,-1,-1,-1,-1,2,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,2,-1,-1,-1
-1,-1,2,3,3,3,4,4,1,-1,-1,-1,-1,-1,2,3,3,3,0,0,1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,-1,-1
-1,2,3,3,3,4,4,4,4,1,-1,-1,-1,2,3,3,3,4,0,0,0,1,-1,-1,-1,2,0,0,0,0,0,0,0,1,-1
2,3,3,3,4,4,4,4,4,4,1,-1,2,3,3,3,4,4,0,0,0,0,1,-1,2,0,0,0,0,0,0,0,0,0,1
2,3,3,3,4,4,4,4,0,4,1,-1,2,3,3,3,4,4,0,0,0,0,1,-1,2,0,0,0,0,0,0,0,0,0,1
2,3,3,3,3,1,4,0,0,4,1,-1,2,3,3,3,3,1,0,0,0,0,1,-1,2,0,0,0,0,1,0,0,0,0,1
-1,2,3,3,2,-1,1,4,4,1,-1,-1,-1,2,3,3,2,-1,1,0,0,1,-1,-1,-1,2,0,0,2,-1,1,0,0,1,-1
-1,-1,2,2,-1,-1,-1,1,1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,1,1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,1,1,-1,-1
1,0.9686275,0.9411765
0.9450981,0.7215686,0.2862745
0.7803922,0.5058824,0.1058824
0.8313726,0.09803922,0.1490196
0.9843138,0.4,0.4235294
