1
10002-31
popular,
Ads
44,19
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,0,0,0,0,0,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,0,0,3,3,3,3,3,3,0,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,0,0,3,3,4,4,4,4,4,4,3,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,0,0,3,3,4,4,5,5,5,5,5,5,4,3,3,3,0,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,0,3,3,3,4,5,5,5,5,5,5,5,5,5,4,4,4,3,3,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,4,4,4,-1,4,4,-1,-1,-1,5,0,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,0,5,-1,-1,-1,4,4,-1,4,4,4,-1
4,1,1,1,4,1,1,4,-1,-1,5,0,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,3,0,5,-1,-1,4,1,1,4,1,1,1,4
4,1,1,1,4,1,1,4,-1,-1,5,0,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,3,0,5,-1,-1,4,1,1,4,1,1,1,4
4,0,1,1,4,1,1,1,4,5,0,3,3,4,4,2,2,2,2,2,4,4,4,5,5,5,5,5,5,5,4,3,3,0,5,4,1,1,1,4,1,1,0,4
4,0,1,1,4,1,0,1,1,5,0,3,3,4,2,3,3,3,3,3,2,4,4,4,5,5,5,5,0,3,4,4,3,0,5,1,1,0,1,4,1,1,0,4
4,0,0,0,1,0,0,0,1,5,0,3,3,2,3,3,3,3,3,3,3,2,4,4,4,5,5,5,3,3,5,4,3,0,5,1,0,0,0,1,0,0,0,4
-1,4,0,0,0,0,0,0,1,5,0,3,3,3,3,2,2,3,3,3,3,3,2,4,4,5,5,5,5,5,4,4,3,0,5,1,0,0,0,0,0,0,4,-1
-1,4,0,0,0,0,0,0,4,5,0,3,3,3,2,0,0,2,3,3,3,3,3,2,4,4,5,5,5,4,4,3,3,0,5,4,0,0,0,0,0,0,4,-1
-1,-1,4,4,0,0,0,4,-1,-1,5,0,3,3,2,0,0,2,3,3,3,0,3,3,2,4,4,4,4,4,3,3,0,5,-1,-1,4,0,0,0,4,4,-1,-1
-1,-1,-1,-1,4,4,4,-1,-1,-1,5,0,3,3,3,2,2,3,3,3,0,5,0,3,3,2,2,2,2,2,3,3,0,5,-1,-1,-1,4,4,4,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,0,0,3,3,3,3,0,0,5,-1,5,0,0,3,3,3,3,3,0,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,0,0,0,0,5,5,-1,-1,-1,5,5,0,0,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.9960785,0.9529412,0.9607844
0.9882354,0.8117648,0.8509805
0.9803922,0.6196079,0.6980392
0.9803922,0.4941177,0.5960785
0.9529412,0.282353,0.4196079
0.882353,0.05882353,0.2627451
