1
10002-59
popular,
Free
20,20
-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,3,3,2,3,-1,-1,-1,0,-1,0,-1,-1
-1,-1,-1,-1,-1,-1,-1,3,3,3,2,2,3,-1,-1,-1,0,-1,-1,-1
-1,-1,-1,-1,-1,-1,3,3,3,2,2,4,2,3,-1,0,-1,0,-1,-1
-1,-1,-1,-1,-1,3,3,3,2,3,2,2,2,2,3,-1,-1,-1,-1,-1
-1,-1,-1,-1,3,3,3,3,3,1,1,2,2,2,2,3,-1,-1,-1,-1
-1,-1,-1,-1,3,2,2,3,1,1,1,1,2,4,4,3,-1,-1,-1,-1
-1,-1,-1,-1,3,2,2,1,1,1,1,1,1,4,4,3,-1,-1,-1,-1
-1,-1,-1,-1,3,2,2,1,1,1,1,1,1,4,4,3,-1,-1,-1,-1
-1,-1,-1,-1,3,2,2,1,1,1,1,1,1,4,4,3,-1,-1,-1,-1
-1,-1,-1,-1,3,2,2,1,1,1,1,1,1,4,4,3,-1,-1,-1,-1
-1,-1,-1,-1,3,2,2,1,1,1,1,1,1,4,4,3,-1,-1,-1,-1
-1,-1,-1,-1,3,2,2,1,1,1,1,1,1,4,4,3,-1,-1,-1,-1
-1,0,-1,-1,3,2,2,4,1,1,1,1,3,4,4,3,-1,-1,-1,-1
0,-1,0,-1,3,4,4,4,4,1,1,3,2,3,3,3,-1,-1,-1,-1
-1,0,-1,-1,-1,3,4,4,4,4,3,2,3,3,3,-1,-1,0,-1,-1
-1,-1,-1,-1,-1,-1,3,4,4,4,2,3,3,3,-1,-1,-1,0,-1,-1
-1,-1,-1,-1,-1,-1,-1,3,4,4,2,3,3,-1,-1,0,0,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,3,4,3,3,-1,-1,-1,-1,-1,0,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,0,-1,-1
0.9921569,1,0.8078432
0.8705883,0.8235295,0.9843138
0.3019608,0.282353,0.6470588
0.1333333,0.03529412,0.3333333
0.4588236,0.4901961,0.9294118
