1
10002-90
popular,
Vip
45,58
-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,2,1,1,1,1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,1,1,1,1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,26,26,2,2,1,1,1,2,20,20,20,20,20,20,20,20,20,20,20,21,20,20,20,20,20,20,20,20,2,1,1,1,1,26,-1,-1,-1,-1
-1,-1,-1,-1,22,22,9,26,26,26,2,2,2,2,26,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,20,20,20,20,20,20,2,2,2,2,26,22,23,-1,-1
-1,-1,22,22,22,22,9,9,26,26,26,26,26,26,26,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,20,20,20,20,20,20,20,2,26,26,9,22,22,23,-1
-1,23,22,22,22,22,22,9,9,26,26,26,26,26,9,22,22,20,20,21,21,20,20,20,20,20,20,20,20,21,21,20,20,20,20,20,20,26,26,26,9,22,22,23,-1
23,23,23,23,22,22,22,9,9,9,9,9,9,9,9,22,22,22,20,20,21,21,20,20,20,20,20,20,20,21,21,21,20,20,20,20,20,26,26,9,9,22,22,23,23
7,7,23,23,22,22,22,22,22,22,22,22,22,9,9,22,22,22,22,20,20,21,21,21,21,20,20,20,20,21,21,21,21,21,20,20,20,9,9,22,23,22,22,22,23
7,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,22,22,22,23,23,22,22,23
7,23,23,22,23,23,23,23,23,23,23,22,22,22,22,22,23,22,22,23,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,22,22,23,23,23,23,22,23
23,23,23,23,23,23,23,23,23,23,23,22,22,22,22,23,23,23,22,23,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,22,22,23,7,7,23,22,23
23,23,23,23,23,23,7,7,7,23,23,22,22,22,23,23,23,23,23,23,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20,22,23,7,8,7,23,23,23
23,23,23,23,23,7,8,7,7,23,23,22,22,23,23,23,23,23,23,23,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20,23,23,7,8,7,23,23,-1
23,23,23,23,7,7,8,7,7,23,23,22,22,23,7,23,23,23,23,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,20,20,23,23,23,7,8,7,23,-1,-1
23,23,23,23,7,8,8,7,7,23,23,22,23,23,7,7,23,23,23,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,20,20,23,23,23,7,7,23,23,-1,-1
23,23,23,23,7,8,7,7,23,23,23,23,23,7,8,7,23,23,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,20,20,23,23,23,7,23,23,23,-1,-1,-1
