1
10002-131
popular,
Free
14,18
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,2,3,1,1,3,3,-1,-1,-1,-1,-1,-1
1,1,2,3,1,1,3,3,1,1,2,3,1,1
2,2,1,1,3,3,1,1,1,1,2,3,1,1
2,2,1,1,3,3,1,1,2,2,1,1,3,3
1,1,2,3,1,1,3,3,2,2,1,1,3,3
1,1,2,3,1,1,3,3,1,1,2,3,1,1
2,2,1,1,3,3,1,1,1,1,2,3,1,1
2,2,1,1,3,3,1,1,2,2,1,1,3,3
1,1,2,3,1,1,3,3,2,2,1,1,3,3
1,1,2,3,1,1,3,3,1,1,2,3,1,1
-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,3,1,1
0.6235294,0.3176471,0.3176471
0.2107327,0.1942209,0.197678
0.7568628,0.7176471,0.7137255
0.9137256,0.8666667,0.8666667
