1
10002-125
popular,
Free
13,19
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6,6,6,6,6,0,0,0,0,0
5,5,5,5,5,5,5,6,6,6,0,0,0
5,5,1,1,2,5,5,6,6,6,6,0,0
5,5,0,1,1,5,5,6,6,6,6,0,0
5,5,0,0,1,5,5,6,6,6,6,6,0
5,5,5,3,5,5,5,6,6,6,6,6,0
5,4,4,3,4,4,5,6,0,0,0,6,0
5,4,4,5,4,4,5,0,0,-1,-1,6,6
5,5,5,5,5,5,5,0,-1,-1,-1,6,6
6,6,6,6,6,6,6,0,-1,-1,-1,6,6
6,6,6,6,6,6,6,0,-1,-1,-1,7,6
6,7,6,6,6,6,6,0,-1,-1,-1,7,6
-1,6,7,6,6,6,6,0,-1,-1,7,6,-1
-1,-1,6,7,6,6,6,6,6,6,6,-1,-1
-1,-1,-1,6,6,6,6,6,6,6,-1,-1,-1
-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1
-1,-1,-1,-1,1,1,1,2,2,-1,-1,-1,-1
-1,-1,-1,-1,1,0,0,1,1,-1,-1,-1,-1
0.9281046,0.6365245,0.05297963
0.9483067,0.4327986,0.03172906
0.8091504,0.3111111,0.002614379
0.4529412,0.2627451,0.0882353
0.4480393,0.5485294,0.008823531
0.9965024,0.8532062,0.736619
0.9938378,0.7985232,0.03203464
0.9986928,0.9620916,0.3581699
