1
10002-65
popular,
Free
16,22
-1,-1,-1,-1,-1,5,5,5,5,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,5,5,3,5,5,3,5,5,-1,-1,-1,-1,-1
-1,-1,5,3,2,5,5,2,2,2,3,5,-1,-1,-1,-1
-1,5,3,2,2,5,5,2,2,2,2,3,5,-1,-1,-1
-1,5,2,1,1,4,4,1,1,1,2,2,5,-1,-1,-1
5,2,1,1,4,3,3,4,1,1,1,1,3,5,-1,-1
5,1,1,1,3,3,3,3,1,1,1,1,1,5,-1,-1
5,1,1,1,1,3,3,1,1,0,1,1,1,5,-1,-1
-1,5,1,0,1,1,1,1,0,0,0,1,5,-1,-1,-1
-1,5,1,1,1,1,1,1,1,0,1,1,5,5,-1,-1
-1,-1,5,1,1,1,1,1,1,1,1,5,4,4,5,-1
-1,-1,-1,5,5,1,1,1,1,5,5,-1,5,4,4,5
-1,-1,5,4,4,5,5,5,5,-1,-1,-1,5,4,4,5
-1,5,4,4,5,-1,-1,-1,-1,-1,5,5,3,4,5,-1
-1,5,4,5,-1,-1,-1,-1,-1,5,3,3,3,5,-1,-1
5,4,3,5,-1,-1,-1,-1,-1,5,3,5,5,-1,-1,-1
5,3,3,5,-1,-1,-1,-1,-1,5,3,5,-1,-1,-1,-1
5,3,3,5,-1,-1,-1,-1,5,3,3,5,-1,-1,-1,-1
-1,5,3,3,5,5,5,5,5,3,3,5,-1,-1,-1,-1
-1,5,3,3,3,3,3,3,3,3,5,-1,-1,-1,-1,-1
-1,-1,5,3,3,3,3,3,5,5,-1,-1,-1,-1,-1,-1
-1,-1,-1,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1
1,0.9882354,0.8196079
1,0.9568628,0.1843137
0.9882354,0.5960785,0.2039216
0.9843138,0.3843138,0.2156863
0.8627452,0.02745098,0.1098039
0.1882353,0.003921569,0.03137255
