1
10002-51
popular,
Ads
14,16
-1,2,2,2,2,-1,-1,-1,-1,2,2,2,2,-1
-1,-1,2,2,2,-1,-1,-1,-1,2,2,2,-1,-1
-1,-1,-1,1,1,1,-1,-1,1,1,1,-1,-1,-1
0,0,0,1,1,1,1,1,1,1,1,0,0,0
0,0,0,0,1,1,1,1,1,1,0,0,0,0
0,0,0,2,1,0,1,1,0,1,2,0,0,0
2,2,2,2,2,1,1,1,1,2,2,2,2,2
-1,2,2,2,2,1,2,2,1,2,2,2,2,-1
-1,-1,2,2,2,1,2,2,2,-1,-1,-1,-1,-1
-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1
-1,-1,2,2,0,0,0,0,2,2,2,2,-1,-1
-1,-1,2,0,2,2,0,0,0,2,0,0,0,-1
-1,-1,2,0,2,0,0,0,2,0,0,0,-1,-1
-1,-1,-1,2,2,2,0,0,2,0,-1,-1,-1,-1
-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1
-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1
0.9882354,0.7294118,0.3882353
0.7450981,0.1176471,0.1764706
0.3019608,0.2117647,0.01960784
