1
10002-25
popular,
Free
21,14
-1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,-1
3,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,3
3,4,2,2,2,2,2,4,4,4,4,4,4,4,2,2,2,2,2,4,3
3,4,2,1,1,1,2,4,3,3,3,3,3,4,2,1,1,1,2,4,3
3,4,2,1,2,1,2,4,4,4,4,4,4,4,2,1,2,1,2,4,3
3,4,2,1,1,1,2,4,6,6,6,6,6,4,2,1,1,1,2,4,3
3,4,2,2,2,2,2,4,6,5,6,5,6,4,2,2,2,2,2,4,3
3,4,4,4,4,4,4,4,6,6,6,6,6,4,4,4,4,4,4,4,3
3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
3,3,4,4,0,4,0,4,0,4,4,4,0,4,0,4,0,4,4,3,3
-1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,-1
-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1
-1,-1,-1,-1,3,4,4,4,4,4,4,4,4,4,4,4,3,-1,-1,-1,-1
-1,-1,-1,-1,-1,3,3,3,3,3,3,3,3,3,3,3,-1,-1,-1,-1,-1
0.7568628,0.8196079,0.8392158
0.3254902,0.4,0.5647059
0.2,0.2627451,0.4745098
0.6235294,0.1686275,0.3960785
0.7921569,0.2745098,0.4078432
0.882353,0.4,0.3568628
1,0.6588235,0.2980392
