1
10002-40
popular,
Ads
19,42
-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,6,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,7,6,6,6,6,6,6,6,6,6,6,5
-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,7,7,7,7,7,6,6
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,6
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1
-1,7,7,6,6,6,6,5,5,4,4,4,2,2,1,1,-1,-1,-1
-1,7,7,6,6,6,6,5,5,4,4,4,3,3,1,1,-1,-1,-1
-1,7,7,6,6,6,6,5,5,4,4,4,3,3,1,1,-1,-1,-1
-1,7,7,6,6,6,6,5,5,4,4,4,3,3,1,1,-1,-1,-1
-1,7,7,6,6,6,6,5,5,4,4,4,3,3,1,1,-1,-1,-1
-1,7,7,6,6,6,6,5,5,4,4,4,2,3,1,1,-1,-1,-1
-1,7,7,6,6,0,6,5,5,4,4,4,0,3,1,1,-1,-1,-1
-1,7,7,6,6,6,6,5,5,4,4,4,3,3,1,1,-1,-1,-1
-1,7,7,6,6,0,6,5,5,4,4,4,3,3,1,1,-1,-1,-1
-1,7,0,6,0,0,0,5,0,4,4,4,3,3,1,1,-1,-1,-1
-1,7,7,6,6,0,6,5,5,4,4,4,3,3,1,1,-1,-1,-1
-1,7,7,6,6,6,6,5,5,4,4,4,3,3,1,1,-1,-1,-1
-1,7,7,6,6,0,6,5,5,4,4,4,3,3,1,1,-1,-1,-1
-1,7,7,6,6,6,6,5,5,4,4,4,3,3,1,1,-1,-1,-1
-1,7,7,6,6,6,6,5,5,4,4,4,3,2,-1,1,-1,-1,-1
-1,7,7,6,-1,6,-1,5,5,4,4,4,2,2,-1,1,-1,-1,-1
-1,7,7,6,-1,-1,-1,5,5,4,4,4,-1,2,-1,1,-1,-1,-1
-1,7,-1,6,-1,-1,-1,5,5,4,4,4,-1,-1,-1,1,-1,-1,-1
-1,7,-1,-1,-1,-1,-1,5,5,-1,4,4,-1,-1,-1,1,-1,-1,-1
-1,7,-1,-1,-1,-1,-1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,5,5,-1,4,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,7,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
1,0.9686275,1
0.3215686,0.7607844,0.9647059
0.3686275,0.4588236,0.937255
0.3372549,0.4666667,0.9882354
0.6666667,0.282353,0.7372549
0.9176471,0.254902,0.4784314
1,0.6235294,0
0.9960785,0.9215687,0.2313726
