1
44-1
False,0
False,0
17,28
-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,3,3,-1,-1,-1
5,5,5,-1,-1,-1,-1,-1,4,4,3,3,3,3,3,-1,-1
5,0,0,5,-1,-1,-1,4,4,3,3,3,3,-1,-1,-1,-1
5,0,0,0,5,4,4,4,3,3,3,3,4,-1,-1,-1,-1
-1,5,0,0,5,4,4,3,3,3,3,3,4,-1,-1,-1,-1
4,4,5,0,0,5,4,3,3,3,3,4,4,-1,-1,-1,-1
4,4,3,5,0,5,3,3,3,3,3,4,4,-1,-1,-1,-1
4,1,1,3,5,0,5,3,3,3,3,4,4,-1,-1,-1,-1
-1,4,1,1,3,5,0,5,3,3,3,4,4,-1,-1,-1,-1
-1,-1,4,1,1,3,0,5,3,3,3,4,4,-1,-1,-1,-1
-1,-1,-1,4,1,3,0,5,3,3,3,4,4,-1,-1,-1,-1
-1,-1,-1,4,1,3,0,0,5,3,3,3,3,4,4,4,4
-1,-1,-1,4,1,1,3,0,5,3,3,3,3,3,3,4,-1
-1,-1,-1,-1,4,1,3,0,0,5,3,3,3,3,3,4,-1
-1,-1,-1,-1,4,1,1,5,0,5,3,3,3,3,4,-1,-1
-1,-1,-1,-1,-1,4,1,5,0,5,3,3,3,4,-1,-1,-1
-1,-1,-1,-1,-1,4,1,5,0,5,3,3,3,4,-1,-1,-1
-1,-1,-1,-1,-1,4,1,5,0,5,3,3,3,4,-1,-1,-1
-1,-1,-1,-1,-1,4,1,1,3,3,2,-1,3,4,-1,-1,-1
-1,-1,-1,-1,-1,4,1,3,3,3,2,2,-1,3,4,-1,-1
-1,-1,-1,-1,4,1,3,3,3,3,3,2,2,2,3,4,-1
-1,-1,-1,-1,4,1,3,3,3,3,2,2,2,2,1,1,4
-1,-1,-1,4,1,3,3,3,3,3,2,0,5,2,2,1,4
-1,-1,-1,4,1,3,3,3,3,3,2,5,5,2,2,1,4
-1,-1,-1,4,1,3,3,3,3,3,2,2,2,3,5,4,-1
-1,-1,-1,-1,4,4,4,3,3,3,3,3,3,3,4,4,-1
-1,-1,-1,-1,-1,-1,-1,4,4,4,3,3,3,4,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,-1,-1,-1,-1
0.9647059,0.9568628,0.9450981
0.8862746,0.6980392,0.4392157
0.909804,0.6509804,0.4470589
0.6117647,0.3529412,0.1568628
0.4392157,0.2156863,0.09803922
0.1019608,0.03529412,0
