1
10004-11
animal,
Ads
66,42
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,14,14,12,12,2,13,2,13,2,14,12,12,2,11,2,11,14,14,12,13,11,13,11,11,14,12,12,13,11,13,11,11,14,14,14,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,14,14,14,14,12,12,12,12,12,13,2,14,12,12,12,12,11,11,14,14,12,12,11,11,11,11,14,12,12,12,11,11,11,11,14,14,14,14,14,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,14,14,14,14,14,14,14,12,12,12,12,13,4,4,12,12,11,11,11,5,5,6,6,12,12,11,11,11,6,6,12,12,11,11,11,14,14,14,14,14,14,14,14,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,14,14,14,14,14,14,14,14,12,12,13,2,4,4,12,11,11,11,5,5,6,6,6,6,12,12,11,11,6,6,12,12,12,12,14,14,14,14,14,14,14,14,14,14,14,14,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,14,14,14,14,14,14,14,14,14,2,2,13,2,4,4,12,12,12,11,5,5,6,6,6,6,12,12,12,11,6,6,12,12,11,11,14,14,14,14,14,14,14,14,14,14,14,14,14,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,14,14,14,14,14,14,14,12,12,12,13,2,2,4,4,12,12,12,11,1,1,0,0,0,0,12,12,12,11,6,6,12,12,11,11,11,11,14,14,14,14,14,14,14,14,14,14,14,14,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,14,14,14,14,14,12,12,12,12,13,2,5,4,4,12,12,12,11,1,1,0,0,0,0,12,12,12,11,4,6,6,12,11,11,11,11,11,14,14,14,14,14,14,14,14,14,14,14,14,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,14,14,14,14,12,12,12,12,13,2,5,4,4,12,12,12,11,5,5,6,6,6,6,12,12,12,11,4,4,6,12,11,11,11,11,11,14,14,14,14,14,14,14,14,14,14,14,14,14,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,14,14,14,12,12,12,12,13,2,5,4,4,4,4,4,4,5,5,6,6,6,6,4,5,5,5,5,5,6,12,11,11,11,11,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,14,14,12,12,12,13,2,2,5,4,4,5,5,5,4,1,1,0,0,0,0,4,5,6,6,5,5,6,12,12,11,11,11,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1,-1
-1,-1,-1,14,14,14,14,14,-1,-1,-1,-1,-1,-1,-1,-1,14,14,12,13,2,2,14,5,4,4,5,5,5,4,1,1,1,0,0,0,4,5,6,6,5,5,6,14,12,12,12,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1,-1
-1,-1,14,14,14,14,14,14,14,14,14,-1,-1,-1,-1,-1,-1,-1,14,14,14,14,14,14,5,4,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
-1,14,14,14,14,14,14,14,14,14,14,14,14,14,-1,-1,-1,-1,-1,-1,14,14,14,14,14,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
-1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1,-1,-1,-1,-1,14,14,14,2,2,2,2,2,2,13,13,13,13,13,13,12,12,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1,-1,2,2,2,2,2,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2,2,2,2,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2,2,2,2,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,11,11,12,12,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2,2,2,2,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,11,11,12,11,12,12,11,12,12,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2,2,2,2,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,11,11,12,11,12,12,11,12,12,12,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2,2,2,2,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,12,12,12,12,11,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2,2,2,2,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
-1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2,7,7,7,7,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,11,11,12,12,12,7,7,7,7,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
-1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,7,7,7,7,7,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,11,11,12,12,7,7,7,7,7,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
-1,-1,14,14,14,14,14,14,14,14,14,14,14,14,7,7,7,7,7,7,7,7,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7,7,7,7,7,7,7,7,14,14,14,14,14,14,14,14,14,14,14,14,-1,-1
-1,-1,14,14,14,14,14,14,14,14,14,14,14,14,7,7,7,7,7,7,7,7,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7,7,7,7,7,7,7,7,14,14,14,14,14,14,14,14,14,14,14,14,-1,-1
-1,-1,-1,14,14,14,14,14,14,14,14,14,14,14,7,7,7,7,7,7,7,7,13,13,13,13,13,13,13,2,2,2,2,2,2,2,13,12,12,12,12,12,12,12,7,7,7,7,7,7,7,7,14,14,14,14,14,14,14,14,14,14,14,-1,-1,-1
-1,-1,-1,-1,14,14,14,14,14,14,14,14,14,14,7,7,7,7,0,0,7,7,13,13,13,13,2,2,2,13,12,12,12,12,12,13,2,2,2,2,13,12,12,12,7,7,7,7,0,0,7,7,14,14,14,14,14,14,14,14,14,14,-1,-1,-1,-1
-1,-1,-1,-1,-1,14,14,14,14,14,14,14,14,14,14,7,7,7,0,0,7,13,13,13,2,2,13,13,13,12,12,12,12,12,12,12,12,12,12,13,2,2,12,12,12,7,7,7,0,0,7,14,14,14,14,14,14,14,14,14,14,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,14,14,14,14,14,14,14,14,14,14,7,7,7,7,13,13,13,2,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,2,12,12,12,7,7,7,7,14,14,14,14,14,14,14,14,14,14,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,14,14,14,14,14,14,14,14,14,14,14,2,2,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,14,14,14,14,14,14,14,14,14,14,14,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,14,14,14,14,14,14,14,14,14,2,2,8,8,8,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,9,10,10,11,11,14,14,14,14,14,14,14,14,14,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,14,14,14,14,14,14,2,8,8,9,9,9,9,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,9,10,10,10,10,9,11,14,14,14,14,14,14,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,14,14,14,14,2,8,9,9,9,9,9,9,9,13,13,13,13,13,13,13,12,12,12,12,12,12,12,9,9,10,10,10,10,10,10,11,14,14,14,14,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
