1
10004-18
animal,
Ads
41,44
-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,3,-1,-1,-1,-1,-1,3,3,3,3,3,-1,-1,-1,-1,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,3,2,2,2,2,2,3,-1,-1,-1,3,2,2,2,2,2,3,3,-1,3,2,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,3,2,2,2,2,2,3,-1,-1,-1,3,2,2,2,2,2,3,2,3,3,2,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,3,2,2,2,2,2,3,-1,-1,-1,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,-1,-1,-1,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,3,2,2,2,2,2,6,-1,-1,3,2,4,2,2,2,2,3,4,2,3,4,2,2,2,6,2,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,3,2,2,2,2,6,6,3,3,3,4,4,4,2,2,6,3,3,3,3,4,4,2,6,6,2,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,3,4,4,4,4,6,6,1,1,1,4,4,4,6,6,6,3,1,1,1,4,4,6,6,6,2,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,3,4,4,4,4,1,1,0,0,4,4,4,6,6,6,6,0,0,0,1,6,6,6,6,2,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,4,4,1,0,0,0,4,4,4,6,6,6,6,0,0,0,6,6,6,6,6,2,3,3,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,4,1,1,0,0,0,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,3,4,4,3,2,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,1,1,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,1,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,2,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,4,4,4,4,4,4,4,2,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,1,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,6,6,6,6,4,2,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,6,6,6,6,6,6,6,2,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,4,4,4,4,6,6,6,6,6,6,6,6,4,4,4,6,6,6,6,6,6,6,6,6,3
-1,-1,-1,-1,-1,-1,2,3,2,0,0,0,0,0,0,0,0,0,1,3,6,6,3,3,3,3,3,3,4,4,6,6,6,6,6,6,6,6,6,6,3
