1
10004-33
animal,
Free
17,26
-1,-1,5,5,-1,-1,5,5,-1,5,5,-1,-1,5,5,-1,-1
-1,5,0,0,5,5,0,0,5,0,0,5,5,0,0,5,-1
-1,5,0,5,0,1,0,0,1,0,0,1,0,5,0,5,-1
-1,-1,5,0,0,1,0,0,1,0,0,1,0,0,5,-1,-1
-1,-1,5,0,0,1,0,0,1,0,0,1,0,0,5,-1,-1
-1,-1,5,0,0,1,0,0,1,0,0,1,0,0,5,-1,-1
-1,-1,-1,5,0,0,0,0,0,0,0,0,0,5,-1,-1,-1
-1,-1,-1,-1,5,0,0,6,6,6,0,0,5,-1,-1,-1,-1
-1,-1,-1,-1,5,0,0,6,6,6,0,0,5,-1,-1,-1,-1
-1,-1,-1,-1,-1,3,3,3,6,3,3,3,-1,-1,-1,-1,-1
-1,-1,-1,-1,5,0,0,0,0,0,0,0,5,-1,-1,-1,-1
-1,-1,-1,5,0,0,5,5,5,5,5,0,0,5,-1,-1,-1
-1,-1,5,0,0,0,0,0,0,0,0,5,0,0,5,-1,-1
-1,-1,5,0,0,0,0,5,5,5,0,0,0,0,5,-1,-1
-1,-1,5,0,0,0,5,5,5,5,5,0,0,0,5,-1,-1
-1,-1,5,0,0,0,5,5,5,5,5,0,4,4,5,-1,-1
-1,-1,-1,5,0,0,0,0,0,0,4,4,4,5,-1,-1,-1
-1,-1,-1,5,0,0,5,5,0,5,5,4,4,5,-1,-1,-1
-1,-1,-1,5,0,0,5,0,0,5,0,4,4,5,-1,-1,-1
-1,-1,-1,5,0,0,0,0,0,4,4,4,4,5,-1,-1,-1
-1,-1,-1,5,0,0,0,0,0,4,4,4,4,5,-1,-1,-1
-1,5,5,5,5,0,0,0,0,4,4,4,5,5,5,5,-1
5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,5
5,4,4,4,5,2,5,-1,-1,-1,5,2,5,4,4,4,5
-1,5,4,4,4,5,-1,-1,-1,-1,-1,5,4,4,4,5,-1
-1,-1,5,5,5,-1,-1,-1,-1,-1,-1,-1,5,5,5,-1,-1
0.9647059,0.8980393,0.8352942
0.7098039,0.7137255,0.7019608
0.5921569,0.3098039,0.09411766
0.682353,0.05882353,0.09019608
0.7803922,0.4784314,0.1921569
0,0,0.007843138
0.9882354,0.7960785,0.09019608
