1
10004-10
animal,
Ads
35,29
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,-1,-1,-1,-1
-1,-1,-1,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,-1,-1,-1
-1,-1,4,3,3,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,3,4,4,4,3,3,3,3,3,3,3,3,4,-1,-1
-1,4,3,3,3,3,3,3,3,3,4,1,1,1,4,4,3,2,3,3,4,1,1,1,4,3,3,3,3,3,3,3,3,4,-1
4,3,3,3,3,3,3,3,4,4,1,1,1,1,1,1,4,3,4,4,1,1,1,1,1,4,4,3,3,3,3,3,3,3,4
4,3,3,3,3,3,3,3,3,2,4,1,1,1,1,1,1,4,1,1,1,1,1,1,4,2,3,3,3,3,3,3,3,3,4
4,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1,4,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,4
4,3,3,3,3,3,3,3,4,4,4,4,2,2,1,4,4,3,4,4,1,2,2,4,4,4,4,3,3,3,3,3,3,3,4
4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4
4,3,3,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,3,3,4
4,3,3,2,2,2,2,2,1,4,4,4,4,1,2,1,1,1,1,1,2,1,4,4,4,4,1,2,2,2,2,2,3,3,4
4,3,2,2,2,2,2,1,4,6,6,6,6,4,4,1,1,1,1,1,2,4,6,6,6,6,4,1,2,2,2,2,2,3,4
4,2,2,2,2,2,2,4,5,6,3,4,6,6,4,1,1,1,1,1,2,4,6,3,4,6,5,4,1,2,2,2,2,2,4
4,2,2,2,2,2,3,4,2,5,0,4,5,5,4,2,1,1,1,2,2,4,5,0,4,5,2,4,3,2,2,2,2,2,4
4,2,2,2,2,2,3,3,4,2,2,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,4,3,3,2,2,2,2,2,4
-1,4,2,2,2,2,2,3,3,4,4,4,4,3,2,2,2,2,2,2,2,3,4,4,4,4,3,3,2,2,2,2,2,4,-1
-1,-1,4,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,4,-1,-1
-1,-1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,-1,-1
-1,4,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,4,-1
-1,4,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,4,-1
4,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,1,4
4,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,1,4
-1,4,2,3,3,3,3,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,3,3,3,3,2,4,-1
-1,4,4,2,2,2,2,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,2,2,2,2,4,4,-1
-1,-1,-1,4,4,4,4,4,4,-1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,4,4,4,4,4,4,-1,-1,-1
0.9725491,0.9686275,0.9607844
0.5529412,0.5294118,0.6313726
0.3137255,0.3411765,0.4156863
0.1803922,0.2156863,0.2509804
0.0627451,0.1176471,0.1607843
0.7058824,0.3882353,0.3294118
0.937255,0.5882353,0.3019608
