1
10004-21
animal,
Free
27,18
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,3,3,-1,-1,0,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,0,2,0,0,0,2,2,-1,-1,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1
0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,-1,2,2,2,2,2,2,2,-1,-1,-1,-1
0,0,3,3,3,0,2,0,3,3,3,3,0,0,0,-1,2,2,2,2,2,2,2,2,-1,-1,3
2,0,3,3,0,0,2,0,3,3,3,3,0,0,0,-1,2,2,2,2,2,2,2,2,3,3,3
2,0,0,0,0,2,2,0,0,0,3,0,0,2,2,-1,2,2,2,2,2,2,2,2,3,3,3
-1,2,2,2,2,2,2,2,2,0,0,0,2,2,-1,-1,-1,2,2,2,2,2,2,3,3,3,3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,2,2,2,2,2,3,3,-1
2,2,2,2,2,2,2,2,2,2,2,2,1,2,-1,-1,-1,-1,-1,-1,2,2,2,3,3,-1,-1
-1,2,1,2,2,2,2,2,2,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,2,3,3,-1,-1,-1
2,1,1,1,2,2,2,2,2,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,1,1,2,-1,-1,-1,-1,-1,2,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,1,2,-1,-1,-1,-1,-1,-1,-1,2,3,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.9254903,0.8705883,0.8000001
0.9882354,0.6980392,0.4980392
0.9568628,0.4039216,0.1254902
0.3764706,0.2196079,0.07450981
