1
10004-40
animal,
Vip
73,74
-1,-1,-1,-1,6,7,7,7,7,7,7,7,6,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,7,7,0,0,0,0,0,0,0,0,0,0,0,7,7,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,6,7,7,7,7,7,7,7,6,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,6,7,7,7,7,7,7,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,0,0,0,0,0,0,0,0,0,0,0,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,6,7,7,7,7,7,6,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,6,7,7,7,7,7,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,1,0,0,0,0,0,0,0,0,0,0,0,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,6,7,7,7,7,6,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,6,7,7,7,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,7,7,7,6,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,6,7,7,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,7,6,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,6,7,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,-1,-1,-1,-1,-1,-1
-1,-1,-1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,-1,-1,-1,-1,-1
