1
10004-26
animal,
Ads
44,30
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,5,5,5,5,5,5,5,4,4,-1,-1,-1,-1,4,5,5,5,5,5,5,5,5,4,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,6,6,6,6,6,6,6,5,4,4,-1,-1,-1,-1,4,5,6,6,6,6,6,6,6,5,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,6,6,6,6,6,6,6,5,4,4,-1,-1,-1,-1,4,5,6,6,6,6,6,6,6,5,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,6,6,6,6,6,6,7,5,4,8,8,8,8,5,5,5,6,6,6,6,6,6,5,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,6,6,6,6,7,7,7,9,9,9,9,9,5,5,6,6,6,6,6,6,5,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,6,6,6,6,6,7,7,9,9,9,9,5,5,5,6,6,6,6,6,6,5,4,4,4,4,4,4,4,-1
-1,-1,-1,4,4,4,4,4,4,4,4,4,-1,5,5,5,6,6,6,6,6,6,7,7,7,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4
-1,-1,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5
-1,4,6,5,4,4,4,4,4,4,4,5,5,5,5,9,4,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,-1
-1,4,6,6,6,6,6,6,6,6,4,5,5,5,5,9,4,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,-1
-1,5,6,6,6,6,6,6,6,6,6,4,6,5,5,5,4,4,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,-1,-1
-1,5,6,6,4,6,6,6,6,6,6,6,6,6,6,5,9,5,4,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,-1,-1,-1
-1,-1,5,6,6,6,6,6,10,10,10,6,6,6,6,5,5,7,4,4,6,6,6,6,6,5,6,6,6,6,6,6,6,9,9,6,6,6,9,9,5,-1,-1,-1
