1
10004-9
animal,
Ads
46,40
-1,-1,-1,-1,-1,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,11,11,11,11,11,11,-1,-1,-1,-1,-1
-1,-1,-1,-1,9,9,9,9,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12,11,11,12,11,11,11,-1,-1,-1,-1
-1,-1,-1,-1,9,10,9,9,9,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12,12,11,12,12,11,11,-1,-1,-1,-1
-1,-1,-1,-1,10,10,10,9,9,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12,12,11,12,12,11,11,-1,-1,-1,-1
-1,-1,-1,-1,10,10,10,9,9,4,9,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12,12,11,12,12,11,11,-1,-1,-1,-1
-1,-1,-1,-1,10,10,10,9,9,4,9,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12,12,12,12,12,11,11,-1,-1,-1,-1
-1,-1,-1,-1,10,10,10,9,9,9,9,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12,12,12,12,12,11,11,-1,-1,-1,-1
-1,-1,-1,-1,10,10,10,9,9,9,9,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12,12,12,12,11,11,11,-1,-1,-1,-1
-1,-1,-1,-1,-1,10,10,9,9,9,9,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12,12,12,12,11,11,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,10,9,9,9,9,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12,12,11,11,11,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,9,9,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,11,11,11,11,11,-1,-1,-1,-1,-1
5,5,5,5,6,6,3,3,6,6,6,6,6,6,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,2,2,6,6,6,6,6,-1
-1,-1,5,5,5,6,0,3,3,6,6,6,6,6,0,3,3,6,6,6,6,5,5,5,5,5,5,5,6,1,1,2,6,6,5,5,6,1,1,2,6,6,6,6,-1,-1
-1,5,5,5,5,0,0,0,3,4,4,4,4,0,0,0,3,6,6,6,5,5,5,5,5,5,5,5,5,1,1,1,2,11,11,11,11,1,1,1,2,6,6,5,5,6
