1
10004-76
animal,
Free
33,37
-1,-1,-1,-1,-1,-1,-1,-1,14,14,14,14,14,14,-1,-1,-1,5,14,14,14,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,14,14,14,14,14,13,-1,13,14,14,14,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,15,15,15,15,-1,-1,-1,-1,-1,14,13,-1,13,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,15,15,15,15,16,16,15,15,15,15,-1,-1,14,14,-1,13,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,16,16,16,16,16,16,16,16,15,15,15,-1,14,13,-1,14,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,16,16,16,16,16,15,15,6,6,6,6,6,6,6,6,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,16,16,15,6,6,6,6,6,6,7,7,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,15,15,15,15,6,6,7,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,15,15,16,16,15,15,15,6,7,7,7,7,8,8,7,7,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,16,16,16,16,16,16,16,15,15,6,7,8,8,8,8,8,7,7,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,16,16,16,16,16,15,6,7,8,8,8,8,8,8,7,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,16,16,16,16,15,6,8,8,8,8,8,8,8,8,7,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,6,16,16,16,16,6,7,8,8,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,7,7,15,15,7,7,7,7,7,7,7,7,7,7,7,15,15,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,6,15,15,15,15,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,7,7,6,6,6,10,10,6,7,6,6,10,10,10,10,6,15,15,15,15,15,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,6,6,10,11,6,10,10,10,6,6,10,10,11,11,11,10,15,16,16,15,15,-1
-1,-1,-1,-1,-1,-1,-1,-1,6,6,6,10,10,10,10,10,11,11,10,10,10,10,11,11,11,11,12,15,16,16,16,15,15
-1,-1,-1,-1,-1,-1,-1,-1,6,6,10,10,11,11,11,10,11,11,10,10,10,10,11,11,11,10,15,16,16,16,16,16,15
-1,-1,-1,-1,-1,-1,-1,6,9,11,11,11,11,11,10,10,11,10,10,13,13,14,14,14,10,-1,-1,-1,16,16,16,16,-1
-1,-1,-1,-1,-1,-1,-1,10,11,11,11,10,10,10,10,10,10,10,14,14,15,15,5,13,-1,-1,-1,-1,-1,16,16,16,-1
-1,-1,-1,-1,-1,-1,10,10,10,10,10,5,5,5,10,10,10,13,14,5,5,15,5,5,5,-1,-1,-1,-1,16,16,-1,-1
-1,-1,-1,-1,-1,10,10,10,10,5,5,2,2,2,5,5,10,13,5,5,5,5,5,5,14,13,-1,-1,-1,-1,-1,-1,-1
-1,-1,8,7,-1,10,10,10,5,2,2,2,17,17,17,4,10,13,5,5,5,5,5,13,14,14,13,-1,-1,-1,-1,-1,-1
