1
10004-28
animal,
Free
43,32
-1,-1,-1,-1,-1,-1,-1,9,9,9,-1,-1,-1,-1,-1,9,9,-1,-1,-1,-1,-1,-1,-1,9,9,-1,-1,-1,-1,-1,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,9,4,4,4,9,-1,-1,-1,9,1,0,9,-1,-1,-1,-1,-1,9,4,4,9,-1,-1,-1,9,1,1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,9,5,5,5,3,9,9,9,3,3,3,9,9,9,9,9,9,5,5,5,9,9,9,9,3,3,3,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,9,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,9,3,3,3,3,3,3,3,3,3,3,3,3,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,9,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,9,3,1,3,3,3,3,3,1,3,3,3,0,0,1,1,0,3,3,3,3,1,3,3,3,3,3,3,3,9,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,9,3,1,1,0,3,3,0,0,1,1,0,3,1,1,1,1,1,0,3,0,0,1,1,3,3,3,3,3,3,3,9,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,9,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,3,1,1,3,3,3,3,9,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,9,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,3,3,3,9,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,9,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,1,1,1,1,1,1,1,1,1,3,3,9,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,9,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,3,3,9,-1,-1,-1,9,-1
-1,-1,-1,9,2,2,2,2,2,2,2,2,2,2,2,2,3,3,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3,3,3,3,3,9,-1,9,4,9
-1,-1,9,2,2,2,5,5,5,5,5,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,3,3,1,1,1,1,3,3,3,3,3,9,-1,9,4,9
-1,-1,9,3,2,5,2,5,2,2,2,5,2,2,2,3,2,2,2,3,1,1,1,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,9,9,5,9,-1
-1,-1,9,3,2,2,2,5,2,2,2,2,2,2,3,3,3,2,2,2,3,0,0,1,1,3,0,1,1,3,3,3,3,1,3,3,3,9,5,5,9,-1,-1
-1,-1,9,2,2,2,5,5,5,2,2,2,2,2,2,2,2,2,2,2,5,3,3,1,1,1,1,1,1,0,3,3,3,3,3,3,9,9,9,9,-1,-1,-1
-1,-1,9,9,2,2,9,2,2,2,2,2,2,9,2,2,2,2,2,2,5,9,9,9,9,1,1,1,1,0,3,3,3,3,3,3,3,9,-1,-1,-1,-1,-1
-1,9,6,6,9,2,9,2,2,2,2,2,2,9,2,2,2,2,2,2,8,8,7,8,8,9,9,1,1,0,0,0,1,3,3,3,3,9,-1,-1,-1,-1,-1
9,6,8,8,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,8,7,8,8,8,6,8,9,9,1,0,1,1,1,3,3,3,9,-1,-1,-1,-1,-1
9,8,1,8,9,5,5,2,2,2,5,5,5,2,2,2,2,2,5,8,8,3,3,3,3,8,8,6,9,1,1,1,1,1,1,3,3,9,-1,-1,-1,-1,-1
9,8,3,8,8,4,4,3,3,3,4,4,4,3,2,2,2,4,4,8,8,3,3,3,3,3,8,6,9,3,1,1,1,1,3,3,9,-1,-1,-1,-1,-1,-1
-1,9,3,1,1,1,1,5,5,1,1,1,1,3,5,5,5,1,1,1,3,8,8,8,6,6,8,8,6,9,3,1,3,3,9,9,-1,-1,-1,-1,-1,-1,-1
9,9,1,1,1,1,1,3,3,1,1,0,1,1,3,5,1,1,1,0,0,6,6,8,8,6,8,8,8,9,1,1,3,3,9,-1,-1,-1,-1,-1,-1,-1,-1
9,8,0,0,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,0,6,8,8,8,6,6,8,8,9,1,1,1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,8,9,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,3,6,6,8,8,6,6,8,8,9,0,1,1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,6,5,9,3,1,1,1,1,1,1,1,1,3,3,3,3,3,0,6,7,7,7,8,6,7,6,8,9,1,1,1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,6,6,9,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,8,7,6,6,7,7,7,8,8,9,3,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,9,6,9,1,1,1,1,1,1,1,1,1,1,1,1,3,3,0,1,8,8,6,7,7,7,8,9,3,3,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,9,1,1,1,3,3,1,1,1,1,1,1,1,3,0,0,0,1,8,8,8,8,3,3,3,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,9,9,9,9,9,1,1,1,1,1,1,3,3,1,1,1,1,1,0,3,3,9,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,1,1,1,1,1,9,9,3,1,1,1,1,3,3,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
