1
10004-53
animal,
Ads
22,25
-1,-1,7,6,6,2,2,2,2,7,7,6,6,2,2,2,2,2,5,5,5,4
-1,-1,-1,7,2,2,2,2,2,2,7,7,2,2,2,2,2,5,5,5,4,-1
-1,-1,-1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,5,5,4,-1,-1
-1,-1,-1,2,2,2,2,1,1,1,1,1,1,1,1,1,5,5,5,5,-1,-1
-1,-1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,-1,-1
-1,-1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,-1,-1
-1,-1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,5,-1,-1
-1,-1,2,1,1,1,1,1,1,1,1,2,2,5,5,5,5,5,5,5,-1,-1
-1,-1,2,1,1,1,1,1,1,1,2,5,5,5,5,5,5,5,5,5,-1,-1
-1,-1,2,1,1,1,1,1,1,2,5,5,5,5,5,5,5,5,5,5,-1,-1
-1,-1,2,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,-1,-1
-1,-1,2,1,1,1,1,1,1,5,5,5,4,4,4,5,5,5,5,5,-1,-1
-1,-1,2,1,1,1,1,1,1,1,1,1,5,5,4,4,4,5,5,4,-1,-1
-1,-1,-1,2,1,1,1,1,1,1,1,1,1,1,5,5,4,4,5,4,-1,-1
-1,-1,-1,2,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,-1,-1,-1
-1,-1,-1,2,3,3,1,1,1,1,1,1,1,1,1,5,5,5,4,-1,-1,-1
-1,-1,-1,-1,3,3,3,5,5,5,5,5,5,5,1,5,5,5,4,-1,-1,-1
-1,-1,-1,-1,3,3,5,5,5,5,5,5,5,5,5,5,5,4,-1,-1,-1,-1
-1,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,4,-1,-1,-1,-1
7,7,7,7,6,6,5,5,5,0,5,5,5,5,5,5,4,-1,-1,-1,-1,-1
-1,-1,7,7,7,7,6,5,5,0,5,9,9,9,9,4,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,9,9,8,8,8,8,8,5,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,9,9,8,8,9,8,8,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,9,-1,9,9,9,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.9803922,0.9803922,0.9803922
0.909804,0.909804,0.909804
0.8509805,0.8509805,0.8509805
0.8313726,0.8313726,0.8313726
0.2509804,0.2156863,0.3098039
0.1372549,0.1176471,0.1686275
0.909804,0.3921569,0.04705883
0.9607844,0.4901961,0.04705883
0.9607844,0.7607844,0.04705883
0.9607844,0.882353,0.03921569
