1
10004-77
animal,
Free
20,18
-1,-1,-1,6,6,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,6,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,6,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,9,9,9,9,9,9
2,2,2,1,1,1,1,1,2,2,2,-1,-1,-1,9,9,9,9,9,9
2,1,1,1,1,0,0,0,1,2,2,-1,-1,-1,9,8,9,9,8,9
1,1,-1,0,0,0,0,0,1,1,2,2,-1,-1,9,8,9,9,8,9
-1,-1,-1,0,0,0,0,0,1,1,2,2,2,-1,9,8,9,9,8,9
-1,-1,0,0,0,0,0,0,1,1,1,2,2,-1,9,9,9,9,9,9
-1,-1,0,0,0,0,0,2,0,1,1,7,1,10,10,9,9,9,9,9
-1,1,0,0,0,0,0,2,-1,0,0,0,1,-1,9,9,9,9,9,9
-1,0,0,0,0,0,2,2,-1,-1,-1,-1,-1,-1,9,9,9,9,9,9
-1,0,0,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,9,4,4,4,8,9
-1,0,1,2,2,5,5,-1,-1,-1,-1,-1,-1,-1,9,1,1,1,8,9
-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,4,1,3,8,9
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,9,9,9,9
0.9947394,0.8721186,0.9226208
0.9778966,0.7101604,0.8131908
0.985315,0.5533584,0.6865249
0.8039216,0.509804,0.7294118
0.8950981,0.737255,0.9313726
0.8254902,0.6568627,0.7137256
0.6605042,0.3137255,0.1098039
0.1607843,0.003921569,0.003921569
0.006100219,0.124183,0.5708061
0.3235626,0.5916251,0.9868395
0.9627451,0.482353,0.04705883
