1
10004-16
animal,
Free
51,25
-1,-1,-1,-1,-1,5,5,-1,-1,-1,-1,2,2,2,5,5,5,-1,-1,-1,2,2,2,-1,-1,-1,-1,7,7,7,-1,-1,6,6,-1,-1,8,8,8,-1,-1,-1,-1,6,6,6,-1,-1,-1,-1,-1
-1,-1,-1,-1,5,5,5,5,-1,-1,2,2,2,2,2,5,5,5,-1,2,2,2,2,2,-1,-1,7,7,7,7,7,6,6,6,6,8,8,8,8,8,-1,-1,6,6,6,6,6,-1,-1,-1,-1
-1,-1,-1,5,5,5,5,5,-1,-1,2,2,2,2,2,5,5,5,-1,2,2,2,2,2,2,7,7,7,7,7,7,6,6,6,6,8,8,8,8,8,-1,-1,6,6,6,6,6,-1,-1,-1,-1
-1,-1,-1,5,5,5,5,5,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,6,6,6,6,8,8,8,8,8,-1,-1,6,6,6,6,6,-1,-1,-1,-1
-1,-1,-1,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,7,7,7,7,7,7,7,6,6,8,8,8,8,8,8,7,-1,6,6,6,6,6,-1,-1,-1,-1
-1,-1,-1,5,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,5,5,5,5,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,7,7,7,7,6,6,6,-1,-1,-1,-1
-1,-1,-1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,5,5,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,6,-1,-1,-1,-1
-1,-1,-1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,5,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,-1,-1,-1,-1
-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,-1,-1,-1,-1
-1,-1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,5,2,2,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,3,3,3,-1,-1,-1
-1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,5,5,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,-1,-1,-1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,5,5,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,8,-1,-1
1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,5,5,5,2,2,8,8,8,8,8,8,6,6,6,6,8,8,8,8,8,8,0,0,0,0,3,0,0,0,-1
1,1,1,4,3,3,3,1,1,1,1,1,1,1,1,1,2,2,1,1,2,5,5,5,2,2,8,8,8,8,8,6,6,6,6,6,6,8,8,8,8,0,0,0,0,0,0,0,0,0,0
2,2,1,4,4,3,3,1,1,1,1,1,2,2,2,1,2,2,2,5,5,5,5,2,2,1,1,8,8,8,8,6,6,6,6,6,6,8,8,8,8,0,0,0,0,0,6,0,0,0,0
2,1,1,4,4,4,4,1,1,1,1,2,2,2,2,2,-1,-1,-1,7,7,7,7,7,-1,-1,1,1,1,2,8,6,6,6,6,6,6,8,8,8,8,0,0,0,0,6,6,6,0,0,0
1,1,1,1,5,5,1,1,1,1,1,1,2,2,2,2,-1,7,7,7,7,7,-1,-1,-1,-1,-1,-1,1,1,2,6,6,6,6,6,6,8,8,7,7,7,7,0,0,0,0,0,0,0,-1
-1,8,1,1,8,2,8,1,1,1,8,1,1,2,2,3,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,2,1,6,6,6,6,6,6,8,7,7,6,6,6,6,0,0,0,0,6,6,-1
-1,1,8,8,2,2,2,8,8,8,1,1,1,2,3,3,8,8,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,6,6,6,6,6,8,7,7,7,7,7,7,0,0,0,0,7,7,-1
