1
10003-12
festival,
Free
21,33
-1,-1,5,5,5,5,6,6,6,6,6,5,5,5,6,6,6,6,6,5,5
-1,-1,-1,-1,-1,-1,6,6,6,6,6,-1,-1,-1,6,6,6,6,6,-1,-1
-1,-1,-1,-1,-1,-1,6,6,6,-1,-1,-1,-1,-1,6,6,6,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,9,9,9,-1,-1,-1,-1,-1,9,9,9,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,7,7,7,-1,-1,-1,-1,-1,7,7,7,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1
-1,-1,-1,-1,11,11,7,7,9,9,9,9,9,9,9,9,9,11,11,-1,-1
-1,-1,-1,-1,11,11,6,6,6,6,6,6,12,12,6,6,6,11,11,-1,-1
-1,-1,-1,2,2,2,7,7,9,9,9,9,9,9,9,9,9,2,2,-1,-1
-1,-1,-1,7,7,7,7,7,9,9,9,9,7,1,9,9,9,7,7,-1,-1
-1,-1,-1,7,7,7,7,7,9,9,9,7,3,1,1,9,9,7,7,-1,-1
-1,-1,-1,7,7,7,7,7,9,7,7,3,1,1,1,1,9,7,7,-1,-1
-1,-1,-1,7,7,7,7,7,7,7,3,3,1,1,1,1,1,7,7,-1,-1
-1,-1,-1,7,7,7,7,7,7,3,3,1,1,1,1,1,1,7,7,-1,-1
-1,-1,-1,7,7,7,7,7,3,3,1,1,1,1,1,1,1,1,7,-1,-1
-1,-1,-1,-1,7,7,7,3,3,1,1,1,1,1,1,1,1,1,-1,-1,-1
-1,-1,-1,-1,-1,3,3,3,1,1,1,1,11,11,1,1,1,1,-1,-1,-1
4,4,4,-1,-1,3,3,1,11,11,11,1,1,1,1,11,11,1,-1,-1,-1
4,2,2,-1,-1,3,3,11,11,0,0,11,11,11,11,0,0,-1,-1,-1,-1
4,2,2,-1,-1,3,10,11,11,0,6,11,11,11,11,0,6,-1,-1,-1,-1
-1,8,-1,-1,-1,3,10,1,1,1,1,1,11,11,1,1,1,1,-1,-1,-1
-1,9,8,-1,-1,3,10,10,10,10,10,10,10,10,10,10,10,-1,-1,-1,-1
-1,9,9,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1
-1,9,9,9,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1
-1,-1,9,9,9,8,8,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1
-1,-1,9,9,9,9,8,8,8,9,9,9,9,9,9,9,9,-1,-1,-1,-1
-1,-1,-1,9,9,9,9,8,8,9,9,9,9,9,9,9,9,-1,-1,-1,-1
-1,-1,-1,9,9,9,9,9,9,9,9,9,9,9,9,9,-1,-1,-1,-1,-1
-1,-1,-1,-1,9,9,9,9,9,9,9,9,9,9,9,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,9,9,9,9,9,9,9,9,9,9,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,9,9,9,9,9,9,9,9,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,9,9,9,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.9607844,0.9490197,0.9490197
0.882353,0.882353,0.882353
0.9215687,0.8588236,0.8588236
0.764706,0.764706,0.764706
0.7686275,0.6705883,0.6705883
0.2941177,0.3137255,0.3607843
0,0,0
0.6156863,0.09803922,0.1764706
0.7568628,0.09411766,0.1843137
0.8000001,0.1647059,0.2509804
0.8705883,0.5529412,0.3764706
0.9529412,0.627451,0.454902
0.8705883,0.8705883,0.2862745
