1
10003-36
festival,
Ads
19,20
-1,2,2,2,0,0,0,1,4,4,4,0,0,0,0,0,0,0,-1
-1,2,2,2,0,0,0,1,4,4,4,0,0,0,0,0,0,0,-1
-1,2,2,2,0,0,0,1,4,4,4,0,0,0,0,0,0,0,-1
-1,6,6,6,4,4,4,6,4,4,4,4,4,4,4,4,4,4,-1
-1,2,2,2,0,0,0,2,4,4,4,0,0,0,0,0,0,0,-1
-1,2,2,2,0,0,0,2,4,4,4,0,0,0,0,0,0,0,-1
-1,6,6,6,4,4,4,5,4,4,4,4,4,4,4,4,4,4,-1
-1,6,6,6,4,4,4,6,4,4,4,4,4,4,4,4,4,4,-1
-1,2,2,2,0,0,0,2,4,4,4,0,0,0,0,0,0,0,-1
-1,2,2,2,0,0,0,2,4,4,4,0,0,0,0,0,0,0,-1
-1,2,2,2,2,2,2,2,4,4,4,6,6,6,6,6,6,6,-1
2,2,2,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0
2,2,2,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0
6,6,6,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4
2,2,2,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0
-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1
-1,-1,-1,4,4,-1,-1,-1,-1,4,-1,-1,-1,-1,4,4,-1,-1,-1
-1,-1,-1,4,4,-1,-1,-1,4,-1,4,-1,-1,-1,4,4,-1,-1,-1
-1,-1,-1,4,4,-1,-1,4,-1,-1,-1,4,-1,-1,4,4,-1,-1,-1
-1,-1,-1,-1,4,4,4,-1,-1,-1,-1,-1,4,4,4,-1,-1,-1,-1
0.9921569,0.6784314,0.2039216
0.9686275,0.4745098,0.1333333
0.9686275,0.4627451,0.1294118
0.9647059,0.4588236,0.4745098
0.8901961,0.227451,0.2666667
0.6509804,0.1647059,0.1960784
0.6313726,0.145098,0.2
