1
10003-34
festival,
Ads
31,63
-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1
-1,-1,-1,5,5,5,5,5,5,5,5,5,4,-1,-1,-1,-1,-1,4,5,5,5,5,5,5,5,5,5,-1,-1,-1
-1,-1,-1,5,6,5,5,5,5,5,4,4,4,-1,-1,-1,-1,-1,4,4,4,5,5,5,5,5,6,5,-1,-1,-1
-1,-1,-1,-1,5,6,5,-1,5,6,6,6,5,4,-1,-1,-1,4,5,6,6,6,5,-1,5,6,5,-1,-1,-1,-1
-1,-1,-1,-1,-1,5,5,-1,-1,0,0,1,4,-1,-1,-1,-1,-1,4,1,1,0,-1,-1,5,5,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,5,4,-1,-1,-1,-1,-1,4,5,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,4,-1,-1,-1,-1,-1,4,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,4,4,-1,-1,-1,-1,-1,4,4,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2,12,12,2,2,2,2,2,2,2,2,12,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2,12,12,12,2,2,2,2,2,12,12,12,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,4,4,4,4,4,5,4,4,4,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,2,2,2,5,5,5,5,5,8,8,5,5,4,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,2,2,2,2,4,4,5,5,5,8,11,5,4,10,10,2,2,2,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,12,2,12,12,12,10,10,4,5,5,8,11,4,10,9,9,9,12,2,2,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,12,12,12,2,10,9,9,9,4,4,7,8,4,0,0,9,9,12,12,2,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,12,12,12,2,9,9,0,0,4,8,8,8,8,4,4,4,0,2,12,12,12,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,12,12,12,2,9,4,4,4,11,11,8,8,11,11,11,11,4,2,12,12,12,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,12,12,12,2,2,5,4,4,4,4,7,8,4,4,4,5,5,2,12,12,12,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,12,12,12,2,5,4,11,8,4,7,7,4,4,8,4,5,2,12,12,12,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,12,12,12,2,5,5,4,11,8,4,7,4,8,11,4,5,2,12,12,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,12,12,2,5,5,5,4,8,8,8,8,11,4,5,5,2,12,12,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,12,12,6,6,4,4,11,7,7,11,4,4,6,6,12,12,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,8,8,7,8,8,7,8,8,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,10,6,8,4,5,8,6,6,11,4,5,8,6,10,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,10,10,6,8,11,11,6,10,10,6,8,11,11,6,10,10,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,10,10,10,10,6,6,6,10,9,9,10,6,6,6,10,9,10,10,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,10,10,10,9,9,9,10,10,9,9,9,9,10,10,9,9,9,9,10,10,-1,-1,-1,-1,-1
-1,-1,-1,7,7,7,10,10,9,9,9,9,9,3,5,5,5,5,5,3,9,9,9,9,9,10,-1,-1,-1,-1,-1
-1,-1,7,7,8,10,10,10,9,9,9,9,3,3,3,5,5,5,3,3,3,9,9,9,9,10,7,7,-1,-1,-1
-1,-1,7,7,8,10,10,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,10,7,7,-1,-1
-1,7,7,7,8,10,10,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,10,8,7,-1,-1
7,11,8,8,8,10,10,9,9,9,9,3,0,0,0,0,0,0,0,0,0,3,9,9,9,9,10,7,7,7,-1
7,7,7,7,7,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,8,8,7,-1
-1,7,7,8,8,9,10,9,9,9,9,9,9,9,9,9,10,10,9,9,9,9,9,9,9,9,10,7,7,7,-1
7,7,8,8,8,7,10,10,9,10,10,10,10,10,9,9,9,9,9,9,10,10,10,10,10,9,10,7,7,8,7
7,8,8,8,8,8,7,10,10,0,0,3,3,0,9,9,9,0,9,9,0,3,3,0,0,9,10,8,8,11,7
7,8,8,8,8,8,8,8,10,0,0,3,3,0,9,9,0,9,9,9,0,3,3,0,0,10,7,7,7,7,-1
7,8,11,11,8,8,8,8,8,10,0,0,0,9,9,9,9,9,9,9,9,0,0,0,10,7,8,8,7,7,7
7,11,7,7,7,7,7,8,8,8,10,10,10,9,9,9,9,9,9,9,9,9,10,10,7,8,8,8,8,7,7
7,7,-1,-1,7,7,7,7,8,8,8,8,8,10,10,9,9,9,9,10,10,10,8,8,8,8,8,11,11,8,7
-1,-1,-1,1,1,1,1,7,7,8,8,8,8,8,8,10,10,10,10,8,8,8,8,8,8,7,7,7,7,11,7
-1,-1,-1,1,1,1,1,1,7,7,7,7,8,8,8,8,8,8,8,8,8,8,7,7,7,1,1,-1,-1,7,7
-1,-1,-1,-1,4,0,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,0,1,-1,-1,-1,-1
-1,-1,-1,-1,4,4,1,0,0,1,1,1,1,1,7,7,7,7,7,7,7,1,1,1,0,0,1,-1,-1,-1,-1
-1,-1,-1,-1,4,4,4,4,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,4,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,4,5,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,4,5,5,5,5,5,4,4,4,4,0,0,0,0,0,4,4,4,4,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,4,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,4,5,5,5,5,5,5,5,6,6,6,6,6,5,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,4,4,5,5,5,5,5,6,6,6,6,6,5,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,4,4,5,5,5,5,5,6,6,6,6,5,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,4,4,5,5,5,5,6,6,6,6,5,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,4,4,5,5,5,5,6,6,6,5,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,4,4,5,5,5,5,6,6,5,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,4,4,5,5,5,6,6,5,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,4,5,5,5,6,5,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,4,5,5,6,5,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,4,5,5,5,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,4,5,5,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,4,5,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.9019608,0.9019608,0.8980393
0.6431373,0.6431373,0.6627451
0.254902,0.3529412,0.4078432
0.1764706,0.1411765,0.1411765
0.4,0.1607843,0.2431373
0.5333334,0.1529412,0.1529412
0.6470588,0.2392157,0.2039216
0.6941177,0.372549,0.1764706
0.8392158,0.5215687,0.1568628
0.9254903,0.7098039,0.5686275
0.9019608,0.5882353,0.5333334
0.8980393,0.7294118,0.2745098
0.2470588,0.5176471,0.3215686
