1
10003-30
festival,
Free
14,27
-1,-1,-1,5,5,4,4,4,4,4,4,4,4,-1
-1,-1,5,5,5,3,3,3,3,3,3,3,3,4
-1,-1,5,4,4,3,3,3,3,3,3,3,3,3
-1,-1,4,3,3,3,3,3,3,3,3,3,3,3
-1,-1,4,3,3,3,3,3,3,3,3,3,3,3
-1,-1,4,3,3,3,3,3,3,3,3,3,3,-1
-1,-1,4,3,3,3,3,3,3,3,3,-1,-1,-1
-1,-1,4,3,3,3,3,3,3,3,3,-1,-1,-1
-1,-1,4,3,3,3,3,3,3,3,3,-1,-1,-1
-1,-1,4,3,3,3,3,3,3,3,3,-1,-1,-1
-1,-1,5,5,5,5,5,5,5,5,5,-1,-1,-1
-1,2,1,1,1,1,1,1,1,1,1,1,-1,-1
-1,2,1,1,1,1,1,1,1,1,1,1,-1,-1
-1,2,1,1,1,1,1,1,1,1,1,1,-1,-1
-1,-1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1
-1,5,5,-1,-1,5,3,2,-1,-1,3,3,-1,-1
-1,5,5,5,-1,2,1,0,-1,3,3,3,-1,-1
-1,5,5,5,5,5,5,3,5,3,4,4,-1,-1
-1,5,5,5,5,5,5,3,5,3,3,3,-1,-1
-1,5,5,5,5,5,5,3,5,3,4,4,-1,-1
-1,5,5,5,-1,2,1,0,-1,3,3,3,-1,-1
-1,5,5,-1,-1,5,3,2,-1,-1,3,3,-1,-1
2,1,1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1
5,3,2,-1,-1,5,3,2,-1,-1,-1,-1,-1,-1
2,0,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1
5,3,2,3,3,3,3,3,-1,-1,-1,-1,-1,-1
-1,2,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1
0.9215687,0.9333334,0.9333334
0.9176471,0.8274511,0.6666667
0.8627452,0.4705883,0.3647059
0.8901961,0.227451,0.2666667
0.6470588,0.1490196,0.2039216
0.6313726,0.145098,0.2
