1
10003-21
festival,
Free
37,23
-1,4,4,4,4,4,4,4,4,4,9,9,9,9,4,4,4,4,4,4,4,4,4,1,1,1,1,1,6,6,1,1,1,1,1,1,-1
4,4,4,4,4,4,4,4,4,4,9,9,9,9,4,4,4,4,4,4,4,4,4,4,1,0,0,1,6,6,1,0,0,0,0,0,1
4,3,3,3,3,3,3,3,3,4,9,9,9,9,4,3,3,3,3,3,3,3,3,4,1,0,0,1,6,7,1,0,0,0,0,0,0
3,3,3,3,3,3,3,3,3,4,9,9,9,10,4,3,3,3,3,3,3,3,3,3,1,1,1,1,6,7,1,1,1,1,0,1,0
3,3,3,3,3,3,3,3,3,4,9,9,9,10,4,3,3,3,3,3,3,3,3,3,5,6,6,5,6,6,5,6,6,6,6,6,6
3,3,3,3,3,3,3,3,3,4,9,9,9,9,4,3,3,3,3,3,3,3,3,3,5,7,7,5,6,7,5,6,7,7,7,7,6
3,4,3,4,4,4,4,4,4,4,9,9,9,10,4,4,4,4,4,4,3,4,4,3,1,1,1,1,6,7,1,0,0,0,0,0,0
9,9,9,9,9,9,9,9,9,8,9,9,9,10,8,9,9,9,9,9,9,9,9,9,1,0,0,1,6,7,0,0,0,0,0,0,0
9,9,9,9,9,9,9,9,9,8,9,9,9,10,8,9,9,9,9,9,9,9,9,9,1,0,0,0,6,7,0,0,0,0,0,0,0
9,9,9,9,9,9,9,9,9,8,9,9,9,10,8,9,9,9,9,9,9,9,9,9,1,0,0,0,6,6,0,0,0,0,0,0,-1
9,10,10,10,10,10,10,10,10,8,9,9,9,10,8,10,10,10,10,10,10,10,10,9,-1,5,5,5,5,5,5,5,5,-1,-1,-1,-1
3,3,3,3,3,3,3,3,3,4,9,9,9,10,4,3,3,3,3,3,3,3,3,3,-1,6,6,5,7,7,5,6,6,-1,-1,-1,-1
3,3,3,3,3,3,3,3,3,4,9,9,9,10,4,3,3,3,3,3,3,3,3,3,-1,6,6,7,-1,-1,7,6,6,-1,-1,-1,-1
3,3,3,3,3,3,3,3,3,3,9,9,9,10,3,3,3,3,3,3,3,3,3,3,-1,6,7,-1,-1,-1,-1,7,7,-1,-1,-1,-1
3,3,3,3,3,3,3,3,3,4,9,9,9,10,4,3,3,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,3,3,3,3,3,3,3,3,4,9,9,9,10,3,3,3,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,3,3,3,3,3,3,3,3,3,9,9,9,10,3,3,3,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,2,2,2,2,2,2,2,2,3,9,9,9,9,3,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,9,9,9,8,9,9,8,9,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,9,9,9,9,10,10,9,9,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,9,9,10,-1,-1,-1,-1,10,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,9,10,-1,-1,-1,-1,-1,-1,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.9529412,0.6784314,0.2078432
0.9450981,0.5372549,0.1529412
0.8784314,0.3215686,0.2196079
0.8509805,0.1490196,0.1490196
0.7490196,0.1333333,0.1333333
0.5058824,0.02745098,0.8745099
0.6470588,0.08627451,0.9725491
0.7568628,0.2039216,0.9764706
0.2235294,0.7137255,0.1254902
0.2352941,0.7803922,0.1372549
0.2941177,0.854902,0.1843137
